Community	Unknown	Annotated	Functions
C0	Zm00001eb425980	Known	gametophyte development.structural constituent of cytoskeleton.gamma-tubulin binding.cortical microtubule.gamma-tubulin complex localization.mitotic spindle assembly.spindle pole.spindle pole body.microtubule nucleation by interphase microtubule organizing center.centrosome.meiotic cell cycle.nuclear envelope.gamma-tubulin small complex.centrosome duplication.mitotic M phase.equatorial microtubule organizing center.microtubule minus-end binding.cytoplasmic microtubule organization.positive regulation of microtubule nucleation
C0	Zm00001eb004650	Zm00001eb056300.Zm00001eb433470.Zm00001eb288380.Zm00001eb407050.Zm00001eb226040	membrane
C0	Zm00001eb095530	Known	cellular developmental process.ligase activity.animal organ morphogenesis.glucuronoxylan metabolic process.regulation of cellular process.regulation of biosynthetic process.xylan biosynthetic process.localization.cytoplasm.regulation of macromolecule metabolic process.nucleus.tissue development.cellular component organization.positive regulation of biological process
C0	Zm00001eb251590	Known	Unknown.binding.Unknown.nucleus.oxidoreductase activity
C0	Zm00001eb141890	Known	Unknown.regulation of cellular process.membrane.structural molecule activity.macromolecule metabolic process.endoplasmic reticulum membrane.primary metabolic process
C0	Zm00001eb078500	Zm00001eb078510.Zm00001eb198700.Zm00001eb290510.Zm00001eb177270.Zm00001eb269130.Zm00001eb412050.Zm00001eb028400.Zm00001eb271240.Zm00001eb137000	DNA metabolic process.nucleic acid metabolic process.nucleobase-containing compound metabolic process.macromolecule metabolic process.protein-containing complex.DNA binding.binding.nucleic acid binding.primary metabolic process.metabolic process
C0	Zm00001eb017830	Known	response to unfolded protein.response to heat.mitochondrial matrix.response to hydrogen peroxide.response to high light intensity.unfolded protein binding.response to endoplasmic reticulum stress.Unknown.protein-folding chaperone binding.copper ion binding.protein metabolic process.metabolic process
C0	Zm00001eb196340	Zm00001eb017830.Zm00001eb318590.Zm00001eb209450.Zm00001eb163790	
C0	Zm00001eb323480	Zm00001eb100410.Zm00001eb247810.Zm00001eb378590.Zm00001eb314790	DNA-templated transcription.RNA biosynthetic process.nucleic acid biosynthetic process.regulation of RNA metabolic process.respiratory burst.respiratory burst involved in defense response.immune effector process.nucleobase-containing compound biosynthetic process.RNA metabolic process.regulation of nucleobase-containing compound metabolic process
C0	Zm00001eb019700	Zm00001eb301720.Zm00001eb095930.Zm00001eb050870.Zm00001eb241730	
C0	Zm00001eb070220	Zm00001eb403460.Zm00001eb342080.Zm00001eb192280	
C0	Zm00001eb015080	Known	Unknown.post-translational protein modification.peptidyl-prolyl cis-trans isomerase activity.regulation of macromolecule metabolic process.protein phosphorylation.signal transduction.response to stress.regulation of kinase activity.protein peptidyl-prolyl isomerization
C0	Zm00001eb218140	Known	Unknown.protein dephosphorylation.nucleic acid binding.zinc ion binding.sister chromatid cohesion.meiotic chromosome segregation.gene expression.nucleus.signal transduction.RNA metabolic process.regulatory ncRNA-mediated heterochromatin formation.meiotic M phase
C0	Zm00001eb125480	Zm00001eb425980.Zm00001eb256330.Zm00001eb103180	
C0	Zm00001eb429190	Known	mitotic cell cycle.regulation of DNA replication.cell population proliferation.protein kinase binding.cyclin-dependent protein serine/threonine kinase regulator activity.Unknown.DNA replication initiation.regulation of cyclin-dependent protein serine/threonine kinase activity.stomatal lineage progression.nucleus.regulatory ncRNA-mediated heterochromatin formation.DNA methylation-dependent constitutive heterochromatin formation.Unknown.hydrolase activity.regulatory ncRNA-mediated post-transcriptional gene silencing.cell division
C0	Zm00001eb124630	Known	determination of dorsal/ventral asymmetry.regulation of DNA-templated transcription.chromatin binding.response to stimulus.DNA-templated transcription.nucleus.DNA binding.flower development
C0	Zm00001eb086650	Zm00001eb351300.Zm00001eb049330	microtubule-based movement.kinesin complex.microtubule associated complex.polypeptide conformation or assembly isomerase activity.microtubule motor activity.cytoskeletal motor activity.microtubule binding.tubulin binding.regulation of DNA replication.microtubule
C0	Zm00001eb021400	Known	multicellular organism development.ligase activity.structural constituent of ribosome.glucuronoxylan metabolic process.regulation of biological process.xylan biosynthetic process.localization.cytoplasm.translation.nucleus.metal ion binding
C0	Zm00001eb411490	Known	regulation of chlorophyll biosynthetic process.thylakoid membrane organization.purine ribonucleotide catabolic process.cell wall.protein hexamerization.proteolysis.Unknown.ATP binding.purine ribonucleoside triphosphate catabolic process.PSII associated light-harvesting complex II catabolic process.ATP metabolic process.cellular response to hydrogen peroxide.Tic complex.purine ribonucleoside catabolic process.plastid transcription.chloroplast thylakoid membrane.chloroplast relocation.chloroplast stroma.hydrogen peroxide catabolic process.response to abiotic stimulus.protein import into chloroplast stroma.ATP-dependent peptidase activity.mitochondrion
C0	Zm00001eb140560	Zm00001eb006530.Zm00001eb372940.Zm00001eb395520.Zm00001eb188370.Zm00001eb069640.Zm00001eb024290.Zm00001eb275770.Zm00001eb302950	metabolic process.cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function.biological regulation.transferase activity.primary metabolic process.response to stimulus
C0	Zm00001eb012470	Known	response to temperature stimulus.primary metabolic process.cytosol.apoplast.ATP binding.vacuolar membrane.biological regulation.cell wall.nucleus.macromolecule metabolic process.2-alkenal reductase [NAD(P)H] activity.mitochondrion.Golgi apparatus.response to stress.plasma membrane.Unknown
C0	Zm00001eb189980	Zm00001eb192250.Zm00001eb146420.Zm00001eb404400	
C0	Zm00001eb382060	Known	transport.metabolic process.membrane.regulation of biological process.nervous system process.signaling.Unknown.cell communication
C0	Zm00001eb126700	Known	anaphase-promoting complex.ubiquitin protein ligase activity.ubiquitin protein ligase binding.cullin family protein binding.Unknown.response to auxin.Notch signaling pathway.Cul4B-RING E3 ubiquitin ligase complex.zinc ion binding.DNA repair.protein neddylation.SCF-dependent proteasomal ubiquitin-dependent protein catabolic process.VCB complex.Cul3-RING ubiquitin ligase complex.ubiquitin-dependent protein catabolic process.protein monoubiquitination.Cul7-RING ubiquitin ligase complex.Cul4A-RING E3 ubiquitin ligase complex.nucleoplasm.Cul2-RING ubiquitin ligase complex.NEDD8 transferase activity.protein-containing complex.cytosol.eukaryotic initiation factor 4E binding.Cul5-RING ubiquitin ligase complex.nuclear SCF ubiquitin ligase complex
C0	Zm00001eb328520	Zm00001eb351280.Zm00001eb282770	dephosphorylation.phosphatase activity.phosphoric ester hydrolase activity
C0	Zm00001eb431990	Zm00001eb068660.Zm00001eb031270.Zm00001eb069640.Zm00001eb374140	
C0	Zm00001eb200470	Known	microtubule.actin binding.nuclear migration.spliceosomal complex assembly.regulation of cellular process.membrane.biosynthetic process.response to stimulus.developmental process.microtubule binding.nuclear envelope.metabolic process
C0	Zm00001eb011730	Known	cysteine-type deubiquitinase activity.central nervous system morphogenesis.membrane.response to stimulus.nucleus.protein deubiquitination.omega peptidase activity
C0	Zm00001eb280690	Known	cell wall modification involved in multidimensional cell growth.extracellular region.membrane.cellulase activity.cellulose catabolic process.chloroplast.response to stimulus.carbohydrate catabolic process
C0	Zm00001eb255780	Known	telomere maintenance in response to DNA damage.Unknown.male meiotic nuclear division.somatic cell DNA recombination.DNA-templated transcription.post-translational protein modification.meiotic M phase.helicase activity.mitotic cell cycle.ATP-dependent DNA/DNA annealing activity.ATP binding.vegetative to reproductive phase transition of meristem.reciprocal meiotic recombination.membrane.regulation of telomere maintenance.homologous chromosome pairing at meiosis.nucleoplasm.cell division.double-strand break repair via synthesis-dependent strand annealing.biological process involved in interaction with host.mitotic M phase.DNA binding.cellular response to gamma radiation.positive regulation of DNA-templated transcription.cellular response to metal ion
C0	Zm00001eb386190	Known	catabolic process.negative regulation of biological process.response to chemical.chloroplast.gene expression.protein-containing complex organization.kinase activity.positive regulation of biological process.Unknown.post-translational protein modification.Unknown.phosphorylation.plasma membrane
C0	Zm00001eb226040	Known	defense response.iron ion binding.microtubule cytoskeleton organization.regulation of meristem growth.anaphase.cell population proliferation.oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen.extracellular region.plasmodesma.heme binding.4 iron, 4 sulfur cluster binding.membrane.DNA repair.regulation of multicellular organismal development.response to other organism.animal organ development.cytokinesis by cell plate formation.M phase
C0	Zm00001eb042830	Known	plasmodesma.biosynthetic process.root meristem growth.positive regulation of gene expression.plasma membrane.positive regulation of telomere maintenance via telomerase.mismatched DNA binding.protein folding.ATP binding.nucleus.signaling.protein-folding chaperone binding.positive regulation of DNA replication.negative regulation of cytokinin-activated signaling pathway.Unknown.regulation of mitotic cell cycle.cytosol.primary metabolic process.response to stress.cell cycle.regulation of auxin polar transport
C0	Zm00001eb119940	Zm00001eb110880.Zm00001eb095930.Zm00001eb241730.Zm00001eb081140.Zm00001eb147460	response to high light intensity.response to light intensity.intracellular organelle.organelle
C0	Zm00001eb064500	Zm00001eb064490.Zm00001eb119430.Zm00001eb303760.Zm00001eb369480.Zm00001eb298140.Zm00001eb215680	metabolic process.developmental process.signal transduction.cellular process.biological_process.cellular anatomical structure.cellular_component.membrane
C0	Zm00001eb402780	Zm00001eb139790.Zm00001eb215340.Zm00001eb035350.Zm00001eb128470.Zm00001eb395070.Zm00001eb332020.Zm00001eb410030	regulation of cell population proliferation.cell cycle process.cytokinesis by cell plate formation.cytokinesis.cell cycle phase.biological phase.developmental process.anatomical structure formation involved in morphogenesis.response to stimulus.cell growth
C0	Zm00001eb022910	Known	protein transmembrane import into intracellular organelle.animal organ morphogenesis.cytosol.chloroplast outer membrane.metabolic process.membrane.viral envelope.determination of bilateral symmetry.post-embryonic animal morphogenesis.protein targeting to chloroplast.flower morphogenesis.negative regulation of biological process.signal transduction.GTP binding.cellular component organization.xylem and phloem pattern formation.hydrolase activity, acting on acid anhydrides.protein import into nucleus
C0	Zm00001eb336730	Zm00001eb120600.Zm00001eb040480.Zm00001eb037710	
C0	Zm00001eb351300	Known	microtubule.chromatin.regulation of DNA replication.cytoskeleton organization.kinesin complex.Golgi apparatus.metabolic process.ATP binding.floral organ formation.DNA repair.regulation of G2/M transition of mitotic cell cycle.nucleus.microtubule binding.Unknown.spindle.microtubule-based movement.regulation of flower development.chloroplast.microtubule motor activity.DNA binding.ATP hydrolysis activity.focal adhesion
C0	Zm00001eb402980	Known	phosphatidylinositol biosynthetic process.mitotic cell cycle.negative regulation of cyclin-dependent protein serine/threonine kinase activity.histone binding.stomatal lineage progression.cyclin-dependent protein kinase holoenzyme complex.cell fate specification.DNA endoreduplication.nucleus.positive regulation of cyclin-dependent protein serine/threonine kinase activity.membrane.cyclin-dependent protein serine/threonine kinase activator activity.phosphorylation.ubiquitin binding.protein kinase binding.cytoplasm.SCF ubiquitin ligase complex.cell division.regulation of mitotic cell cycle.cyclin-dependent protein serine/threonine kinase activity.positive regulation of DNA-templated transcription
C0	Zm00001eb145980	Known	microtubule.microtubule cytoskeleton organization.microtubule-based movement.ATP binding.kinesin complex.microtubule motor activity.microtubule binding
C0	Zm00001eb329070	Known	jasmonic acid biosynthetic process.response to jasmonic acid.translation elongation factor activity.regulation of transcription by RNA polymerase II.response to wounding.response to carbohydrate.Unknown.positive regulation of DNA-templated transcription.nucleus.translational elongation.DNA binding.transcription elongation by RNA polymerase II.response to chitin.response to fungus
C0	Zm00001eb232030	Known	plant-type cell wall.defense response.plasmodesma.glucan endo-1,3-beta-D-glucosidase activity.membrane.vacuole.carbohydrate metabolic process.polysaccharide binding.cellular process.Unknown.metabolic process
C0	Zm00001eb409930	Known	Unknown.regulation of DNA replication.epigenetic regulation of gene expression.metabolic process.cell population proliferation.alpha DNA polymerase:primase complex.DNA-directed DNA polymerase activity.DNA replication initiation.regulation of G2/M transition of mitotic cell cycle.Unknown.DNA biosynthetic process.double-strand break repair via homologous recombination.regulation of flower development.Unknown.chromosome organization.cytosol.DNA binding.protein heterodimerization activity.mitochondrion
C0	Zm00001eb342080	Known	regulation of DNA replication.nuclear division.ATP-dependent activity, acting on DNA.DNA helicase activity.chromatin.cell population proliferation.ATP binding.DNA replication initiation.THO complex.nucleotide biosynthetic process.Unknown.anaphase.nucleolus organization.regulation of flower development.Unknown.cytokinesis by cell plate formation.M phase.Unknown.cytosol.regulation of cell cycle.heterochromatin formation.DNA binding.MCM complex
C0	Zm00001eb288100	Known	glutathione binding.response to karrikin.glutathione transferase activity.response to cadmium ion.lateral root development.chloroplast.glutathione metabolic process.de-etiolation.primary metabolic process.response to growth hormone.plasma membrane.response to oxidative stress.toxin catabolic process.Unknown
C0	Zm00001eb011530	Zm00001eb101010.Zm00001eb152920.Zm00001eb231180.Zm00001eb080420	
C0	Zm00001eb202940	Zm00001eb373630.Zm00001eb006570.Zm00001eb427060.Zm00001eb182900	
C0	Zm00001eb279830	Zm00001eb399120.Zm00001eb069640.Zm00001eb388260.Zm00001eb302950.Zm00001eb350970.Zm00001eb170390.Zm00001eb265540.Zm00001eb037710	anatomical structure development.cellular process.biological_process.cellular anatomical structure.cellular_component.cell wall.external encapsulating structure.molecular_function.catalytic activity.extracellular region
C0	Zm00001eb055960	Zm00001eb412050.Zm00001eb078510.Zm00001eb137000.Zm00001eb328260.Zm00001eb402980	DNA metabolic process.protein-containing complex.nucleic acid metabolic process.DNA-templated DNA replication.nucleobase-containing compound metabolic process.DNA replication.macromolecule metabolic process.cell cycle.regulation of cell cycle.binding
C0	Zm00001eb163930	Zm00001eb191560.Zm00001eb272940.Zm00001eb381470.Zm00001eb296310	
C0	Zm00001eb182900	Known	Cul3-RING ubiquitin ligase complex.ubiquitin-protein transferase activity.multicellular organismal process.regulation of biological process.protein ubiquitination.cytoplasm.membrane
C0	Zm00001eb162970	Known	jasmonic acid biosynthetic process.regulation of hormone levels.epidermal cell differentiation.thylakoid membrane organization.very long-chain fatty acid metabolic process.secondary metabolic process.aromatic amino acid metabolic process.response to far red light.endoplasmic reticulum.embryo development ending in seed dormancy.response to cold.acyltransferase activity, transferring groups other than amino-acyl groups.anatomical structure formation involved in morphogenesis.chlorophyll biosynthetic process.Unknown.root hair elongation.cell wall organization.Unknown.carotenoid biosynthetic process.Unknown.response to sucrose.sulfur amino acid metabolic process.regulation of proton transport.lipoate metabolic process.oxylipin biosynthetic process.anthocyanin accumulation in tissues in response to UV light.unsaturated fatty acid biosynthetic process.response to red light.isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway.membrane.polysaccharide biosynthetic process.response to blue light.iron-sulfur cluster assembly.nucleotide metabolic process.glycine catabolic process.multidimensional cell growth.amino acid biosynthetic process.response to high light intensity.plant ovule development.wax biosynthetic process.vitamin metabolic process.cell tip growth.defense response to bacterium.sulfur compound biosynthetic process.cuticle development.regulation of lipid metabolic process.vegetative to reproductive phase transition of meristem.Unknown
C0	Zm00001eb244390	Zm00001eb002380.Zm00001eb387600.Zm00001eb053170.Zm00001eb158800	
C0	Zm00001eb037710	Known	female meiotic nuclear division.ER retention sequence binding.male meiotic nuclear division.pollen development.membrane.DNA repair.protein modification by small protein conjugation or removal.nucleus.endoplasmic reticulum.DNA recombination.response to X-ray
C0	Zm00001eb237890	Zm00001eb402980.Zm00001eb325310.Zm00001eb139780.Zm00001eb064460.Zm00001eb229450.Zm00001eb222730.Zm00001eb379410.Zm00001eb412050.Zm00001eb161000	mitotic cell cycle.intracellular organelle.organelle.cell cycle.cellular anatomical structure.cellular_component.molecular_function.cellular process.biological_process.intracellular membraneless organelle
C0	Zm00001eb024570	Zm00001eb402980.Zm00001eb032200.Zm00001eb138150.Zm00001eb230520.Zm00001eb291710.Zm00001eb334100	cell cycle DNA replication.regulation of biological process.DNA-templated DNA replication.cell cycle process.biological regulation.DNA metabolic process.DNA replication.regulation of mitotic cell cycle.nucleobase-containing compound metabolic process.cell population proliferation
C0	Zm00001eb095880	Known	proteolysis.nucleic acid binding.zinc ion binding.membrane.regulation of DNA-templated transcription.methylation.Unknown.nucleus.animal organ development.transcription by RNA polymerase II.plasma membrane
C0	Zm00001eb130040	Zm00001eb277880.Zm00001eb054210.Zm00001eb178240.Zm00001eb000760.Zm00001eb022650.Zm00001eb181970	developmental process.cellular process.biological_process.cellular anatomical structure.cellular_component
C0	Zm00001eb173930	Known	membrane.regulation of DNA-templated transcription.calmodulin binding.response to stimulus.nucleus.DNA-templated transcription.DNA binding.plasma membrane.Unknown
C0	Zm00001eb173540	Known	red, far-red light phototransduction.mitotic cell cycle.protein deubiquitination.mitotic G2 phase.post-translational protein modification.embryo development ending in seed dormancy.anatomical structure formation involved in morphogenesis.photomorphogenesis.response to freezing.proteasome complex.seed dormancy process.meristem structural organization.in utero embryonic development.cell cycle process.embryo sac egg cell differentiation.regulation of flower development.sugar mediated signaling pathway.protein ubiquitination.COP9 signalosome.protein maturation.seed germination.nucleoplasm.lipid storage.Unknown.chromosome organization.protein deneddylation.cytosol.RNA processing.ubiquitin-dependent protein catabolic process.mitotic recombination.animal organ development.positive regulation of G2/M transition of mitotic cell cycle.positive regulation of DNA-templated transcription.vegetative to reproductive phase transition of meristem
C0	Zm00001eb135250	Zm00001eb146420.Zm00001eb329070.Zm00001eb241730.Zm00001eb100610	
C0	Zm00001eb030470	Zm00001eb019390.Zm00001eb063370.Zm00001eb016040.Zm00001eb281360.Zm00001eb275820.Zm00001eb188370.Zm00001eb395520.Zm00001eb125730.Zm00001eb136460	cellular anatomical structure.cellular_component.molecular_function.biological_process.macromolecule metabolic process.cell wall organization.external encapsulating structure organization.multicellular organismal process.primary metabolic process.cell wall organization or biogenesis
C0	Zm00001eb028400	Known	Unknown.Unknown.cytosol.cell population proliferation.ATP binding.ATP-dependent activity, acting on DNA.sugar mediated signaling pathway.DNA replication initiation.Unknown.heterochromatin formation.THO complex.DNA binding.DNA helicase activity.cell cycle.MCM complex.chromatin.metabolic process
C0	Zm00001eb121390	Known	cell projection.protein-containing complex.cellular process.anatomical structure development.Unknown.cell periphery.multicellular organismal process.catalytic activity.endomembrane system.Unknown.developmental process.response to stimulus.cellular component organization.actin cytoskeleton.membrane.Unknown.microtubule cytoskeleton
C0	Zm00001eb335340	Zm00001eb024290.Zm00001eb015620.Zm00001eb136060.Zm00001eb017100.Zm00001eb265540.Zm00001eb388260.Zm00001eb386190.Zm00001eb318590	anatomical structure development.cellular process.biological_process.membrane.cellular anatomical structure.cellular_component.molecular_function.binding.biological regulation.developmental process
C0	Zm00001eb366770	Known	cytoskeleton.membrane.nucleotide binding.cytoplasm.nucleus.Unknown.DNA binding.DNA-templated transcription.negative regulation of DNA-templated transcription.oxidoreductase activity
C0	Zm00001eb356140	Known	extracellular region.epidermal cell differentiation.translational initiation.determination of bilateral symmetry.auxin polar transport.response to far red light.cell adhesion.DNA-templated transcription.primary shoot apical meristem specification.leaf vascular tissue pattern formation.anatomical structure formation involved in morphogenesis.Unknown.extrinsic component of membrane.response to auxin.ta-siRNA processing.cell wall organization.cell-cell signaling.RNAi-mediated antiviral immune response.actin nucleation.stem cell development.leaf proximal/distal pattern formation.nucleus.ribonucleoprotein complex.adaxial/abaxial pattern specification.leaf morphogenesis.multi-organism reproductive process.Unknown.miRNA binding.root hair cell differentiation.flower morphogenesis.RNA endonuclease activity.regulation of cell differentiation.Unknown.trichome morphogenesis.siRNA binding.DNA methylation-dependent constitutive heterochromatin formation.adventitious root development.cell division.animal organ morphogenesis.cytosol.miRNA processing.embryonic pattern specification.post-embryonic animal morphogenesis.translation initiation factor activity.Unknown.meristem maintenance.sister chromatid cohesion.vegetative phase change.auxin metabolic process.seed maturation.vegetative to reproductive phase transition of meristem
C0	Zm00001eb137000	Known	Unknown.Unknown.cell population proliferation.ATP binding.sugar mediated signaling pathway.cytoplasm.DNA replication initiation.Unknown.heterochromatin formation.THO complex.DNA binding.DNA helicase activity.cell cycle.MCM complex.metabolic process
C0	Zm00001eb162980	Zm00001eb162970.Zm00001eb272550.Zm00001eb275820.Zm00001eb203130.Zm00001eb124530.Zm00001eb420010.Zm00001eb338190.Zm00001eb103180	biological regulation.carbohydrate metabolic process.primary metabolic process.metabolic process.cellular process.biological_process.molecular_function.carbohydrate catabolic process.response to stress.monocarboxylic acid metabolic process
C0	Zm00001eb016800	Known	circadian rhythm.transcription cis-regulatory region binding.positive regulation of secondary metabolite biosynthetic process.zinc ion binding.sequence-specific DNA binding.regulation of DNA-templated transcription.coumarin biosynthetic process.response to wounding.negative regulation of long-day photoperiodism, flowering.regulation of phenylpropanoid metabolic process.nucleus.DNA-templated transcription.DNA-binding transcription factor activity.Unknown.positive regulation of flavonoid biosynthetic process.plasma membrane
C0	Zm00001eb007140	Known	protein modification process.protein-cysteine S-palmitoyltransferase activity.zinc ion binding.membrane.Unknown.lipoprotein metabolic process
C0	Zm00001eb231990	Zm00001eb232000.Zm00001eb370180.Zm00001eb388670.Zm00001eb071570.Zm00001eb153660	nucleobase-containing compound biosynthetic process.macromolecule metabolic process.response to light stimulus.response to radiation.multicellular organismal process.biological regulation
C0	Zm00001eb339860	Zm00001eb404110.Zm00001eb090730.Zm00001eb032800.Zm00001eb182660.Zm00001eb424850.Zm00001eb059240.Zm00001eb059230.Zm00001eb404400	metabolic process.cellular process.biological_process.membrane.cellular anatomical structure.cellular_component.molecular_function.small molecule metabolic process.phosphate-containing compound metabolic process.phosphorus metabolic process
C0	Zm00001eb063370	Known	extracellular region.epidermal cell differentiation.polygalacturonase activity.protein autophosphorylation.vacuole.metabolic process.anatomical structure formation involved in morphogenesis.plant-type cell wall.post-embryonic development.root hair elongation.cell wall organization.regulation of proton transport.response to salt stress.calcium ion transport.membrane.developmental process involved in reproduction.Golgi organization.macromolecule catabolic process.response to blue light.carbohydrate metabolic process.animal organ development
C0	Zm00001eb247810	Known	plant-type cell wall.negative regulation of cellular process.chromosome organization.macromolecule methylation.defense response to fungus.negative regulation of macromolecule biosynthetic process.regulation of RNA metabolic process.DNA-templated transcription.killing of cells of another organism.animal organ development.regulation of gene expression.plasma membrane.Unknown.Unknown
C0	Zm00001eb309070	Known	NADP binding.lysine biosynthetic process via diaminopimelate.glycoside biosynthetic process.amine metabolic process.threonine biosynthetic process.aspartate kinase activity.homoserine dehydrogenase activity.ketone metabolic process.purine nucleotide biosynthetic process.phosphorylation.amine biosynthetic process.maltose metabolic process.amino acid binding.positive regulation of catalytic activity.homoserine biosynthetic process.short-chain fatty acid biosynthetic process.chloroplast stroma.glucosinolate biosynthetic process.response to chemical.Unknown.methionine biosynthetic process.starch biosynthetic process
C0	Zm00001eb117830	Known	determination of bilateral symmetry.DNA-templated transcription.xylem and phloem pattern formation.anatomical structure formation involved in morphogenesis.maintenance of shoot apical meristem identity.stem cell development.negative regulation of cell differentiation.nucleus.leaf morphogenesis.cell wall macromolecule metabolic process.meristem initiation.xylem development.flower morphogenesis.Unknown.regulation of cell population proliferation.polarity specification of adaxial/abaxial axis.DNA methylation-dependent constitutive heterochromatin formation.regulatory ncRNA-mediated post-transcriptional gene silencing.chromosome organization.animal organ morphogenesis.post-embryonic animal morphogenesis.response to chemical.DNA binding.DNA-binding transcription factor activity
C0	Zm00001eb421110	Zm00001eb290510.Zm00001eb078510.Zm00001eb334100.Zm00001eb198700.Zm00001eb028400.Zm00001eb216890.Zm00001eb137000.Zm00001eb064460.Zm00001eb292490	DNA metabolic process.biological regulation.nucleobase-containing compound metabolic process.cell cycle.regulation of cellular process.cellular process.biological_process.cellular anatomical structure.cellular_component.protein-containing complex
C0	Zm00001eb011250	Zm00001eb402390.Zm00001eb231810.Zm00001eb388670.Zm00001eb385620.Zm00001eb181970	intracellular organelle.organelle
C0	Zm00001eb181730	Zm00001eb181740.Zm00001eb427180.Zm00001eb366710.Zm00001eb320870.Zm00001eb397500.Zm00001eb313730	nucleosome assembly.nucleosome organization.chromatin remodeling.protein-DNA complex assembly.chromatin organization.protein-DNA complex organization.nucleosome.protein heterodimerization activity.protein-DNA complex.protein-containing complex assembly
C0	Zm00001eb038580	Known	transaminase activity.ligase activity.binding.regulation of cellular process.membrane.response to chemical.methylation.primary metabolic process.Unknown
C0	Zm00001eb295470	Zm00001eb015150.Zm00001eb023110.Zm00001eb387600.Zm00001eb285770.Zm00001eb034180.Zm00001eb032800.Zm00001eb329070	regulation of biological process.binding.biological regulation.primary metabolic process.metabolic process.cellular anatomical structure.cellular_component.molecular_function.cellular process.biological_process
C0	Zm00001eb181970	Known	nucleic acid binding.zinc ion binding.regulation of transcription by RNA polymerase II.nucleus.animal organ development.transcription by RNA polymerase II.negative regulation of DNA-templated transcription.positive regulation of DNA-templated transcription
C0	Zm00001eb346090	Known	mediator complex.anatomical structure development.multicellular organismal process.regulation of DNA-templated transcription.nucleotide-sugar transmembrane transporter activity.regulation of leaf senescence.transferase activity.DNA-templated transcription.cellular component organization.membrane
C0	Zm00001eb369610	Zm00001eb078620.Zm00001eb077670.Zm00001eb308530	system process
C0	Zm00001eb035030	Known	regulation of DNA-templated transcription.cytoplasm.DNA-templated transcription.leaf development.DNA binding.nucleus.anther development.regulation of leaf formation.regulation of animal organ formation.vegetative to reproductive phase transition of meristem.Unknown
C0	Zm00001eb281890	Known	multicellular organism development.Unknown.actin filament binding.actin filament bundle assembly.response to abscisic acid.cytoplasm.negative regulation of actin filament depolymerization.actin cytoskeleton.actin filament severing
C0	Zm00001eb258570	Zm00001eb259470	
C0	Zm00001eb205200	Known	plant-type cell wall.Unknown.plasmodesma.apoplast.localization.response to stimulus.vacuole.carbohydrate metabolic process.beta-galactosidase activity.Unknown
C0	Zm00001eb404030	Zm00001eb404020.Zm00001eb037010.Zm00001eb000970.Zm00001eb124530.Zm00001eb018070.Zm00001eb420010.Zm00001eb152920	endosome.intracellular vesicle.cytoplasmic vesicle.molybdate ion transport.vesicle.molybdate ion transmembrane transporter activity.cellular process.biological_process.vacuolar membrane.biological regulation
C0	Zm00001eb186540	Zm00001eb034180.Zm00001eb055430.Zm00001eb285800.Zm00001eb415960.Zm00001eb204590.Zm00001eb053170.Zm00001eb015150	primary metabolic process.metabolic process.cellular process.biological_process.molecular_function.lipase activity.regulation of biological process.systemic acquired resistance, salicylic acid mediated signaling pathway.endoplasmic reticulum unfolded protein response.ER-nucleus signaling pathway
C0	Zm00001eb336850	Zm00001eb082720.Zm00001eb031700.Zm00001eb424060.Zm00001eb265540	post-embryonic development.hormone-mediated signaling pathway.multicellular organismal process.anatomical structure development.auxin-activated signaling pathway.lateral root development.post-embryonic plant organ development.post-embryonic root development.developmental process
C0	Zm00001eb166230	Known	D-xylose transmembrane transporter activity.D-xylose transmembrane transport.transmembrane transport.myo-inositol transmembrane transporter activity.myo-inositol transport.response to stimulus.plasma membrane.hexose transmembrane transport.sorbitol transmembrane transporter activity.mannitol transmembrane transport.D-ribose transmembrane transporter activity.membrane.transmembrane transporter activity.negative regulation of defense response.glycerol transmembrane transport.sorbitol transmembrane transport.galactose transmembrane transport.mannitol transmembrane transporter activity.cellular process.galactose transmembrane transporter activity.D-ribose transmembrane transport.amino acid import.pollen tube.Unknown.D-glucose transmembrane transport.glycerol transmembrane transporter activity
C0	Zm00001eb193920	Known	plastid.membrane.protein dimerization activity.regulation of DNA-templated transcription.nucleus.DNA-templated transcription.mitochondrion
C0	Zm00001eb000490	Known	microtubule.cytoskeleton organization.purine ribonucleotide catabolic process.structural constituent of cytoskeleton.vacuole.cell wall.plasma membrane.nucleolus.response to cadmium ion.response to salt stress.purine ribonucleoside triphosphate catabolic process.GTP metabolic process.anatomical structure development.microtubule-based movement.GTPase activity.GTP binding.protein-containing complex.guanosine-containing compound catabolic process.protein polymerization
C0	Zm00001eb232790	Zm00001eb019600.Zm00001eb100860.Zm00001eb132020.Zm00001eb084040.Zm00001eb258470	developmental process.regulation of cellular process.regulation of biological process.regulation of macromolecule biosynthetic process.biological regulation.regulation of biosynthetic process.binding
C0	Zm00001eb357110	Zm00001eb084040.Zm00001eb432140.Zm00001eb399440	
