Community	Unknown	Annotated	Functions
C0	Zm00001eb333970	Known	plasmodesma.cytosol.plasma membrane.Unknown.2-alkenal reductase [NAD(P)H] activity.primary metabolic process.response to cyclopentenone.zinc ion binding.nucleus.proline transport.toxin catabolic process.response to oxidative stress.response to cadmium ion
C0	Zm00001eb315020	Known	oxidoreductase activity.mitochondrion.fatty acid beta-oxidation.zinc ion binding.peroxisome.response to oxidative stress
C0	Zm00001eb234310	Zm00001eb319930.Zm00001eb422350.Zm00001eb421090.Zm00001eb425570.Zm00001eb204230.Zm00001eb178250.Zm00001eb220780	carboxylic acid metabolic process.oxoacid metabolic process.organic acid metabolic process.carboxylic acid biosynthetic process.organic acid biosynthetic process.sulfur amino acid biosynthetic process.sulfur amino acid metabolic process.small molecule metabolic process.cellular process.biological_process
C0	Zm00001eb329980	Known	glycogen metabolic process.protein metabolic process.cytosol.heteropolysaccharide binding.chloroplast.macromolecule modification.circadian rhythm.4-alpha-glucanotransferase activity.membrane.starch binding.starch biosynthetic process.maltose catabolic process.plant-type cell wall organization.regulation of metabolic process.starch catabolic process.positive regulation of catalytic activity.phosphate-containing compound metabolic process
C0	Zm00001eb012390	Zm00001eb320580.Zm00001eb013730.Zm00001eb128730.Zm00001eb015030.Zm00001eb418020.Zm00001eb251410.Zm00001eb027590.Zm00001eb374920	cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function.membrane.metabolic process.potassium ion transmembrane transport.potassium ion transport.intra-Golgi vesicle-mediated transport
C0	Zm00001eb003010	Known	post-translational protein modification.metal ion binding.plasma membrane.response to stress.metabolic process.protein serine/threonine phosphatase activity.membrane.protein dephosphorylation.regulation of cellular process
C0	Zm00001eb257640	Known	embryo development ending in seed dormancy.vesicle-mediated transport.plasma membrane.induction of programmed cell death.protein targeting to vacuole.membrane.endoplasmic reticulum membrane.Golgi membrane.positive regulation of apoptotic process.phospholipid biosynthetic process.L-serine transport.apoptotic process.cell communication.L-serine transmembrane transporter activity
C0	Zm00001eb034090	Zm00001eb338450.Zm00001eb174610.Zm00001eb416360.Zm00001eb237260.Zm00001eb128590.Zm00001eb319630	binding.primary metabolic process.metabolic process.cellular process.biological_process.molecular_function.nucleotide binding.nucleoside phosphate binding.heterocyclic compound binding.ATP hydrolysis activity
C0	Zm00001eb146350	Known	transmembrane transporter activity.plasma membrane.response to nematode.membrane.transmembrane transporter activity.Unknown.cellular process.oligopeptide transport
C0	Zm00001eb187970	Known	developmental process.mitochondrion.transport.protein metabolic process.kinase activity.membrane.establishment of localization in cell.hydrolase activity.cellular component organization.phosphorylation
C0	Zm00001eb040360	Zm00001eb068320.Zm00001eb267000	
C0	Zm00001eb413630	Known	spermine oxidase (propane-1,3-diamine-forming) activity.Unknown.N8-acetylspermidine:oxygen oxidoreductase (propane-1,3-diamine-forming) activity.regulation of primary metabolic process.Unknown.flavin adenine dinucleotide binding.Unknown.spermine oxidase activity.nucleic acid metabolic process.Unknown.macromolecule modification.Unknown.mitochondrion.spermine catabolic process.membrane.polyamine oxidase activity.Unknown.Unknown.small molecule metabolic process.Unknown
C0	Zm00001eb345380	Known	cytoplasm.plasmodesma.post-translational protein modification.plasma membrane.translation.cell wall macromolecule metabolic process.protein N-linked glycosylation.endocytosis.peptidyl-serine phosphorylation.protein serine/threonine kinase activity.regulation of cell shape.carbohydrate metabolic process.nucleus.cell wall biogenesis.Wnt signaling pathway.ATP binding
C0	Zm00001eb265820	Known	post-translational protein modification.miRNA processing.nucleotide binding.nucleic acid binding.zinc ion binding.membrane.mRNA splicing, via spliceosome.positive regulation of DNA-templated transcription.siRNA processing.nuclear speck
C0	Zm00001eb267200	Zm00001eb312910.Zm00001eb122550.Zm00001eb068050.Zm00001eb216610.Zm00001eb320070	transcription regulator activity.regulation of response to stimulus.regulation of cellular process.regulation of signaling.regulation of signal transduction.negative regulation of response to stimulus.regulation of cell communication.response to abscisic acid.regulation of biological process.DNA-binding transcription factor activity
C0	Zm00001eb216880	Known	response to freezing.seed oilbody biogenesis.metabolic process.lipid storage.monolayer-surrounded lipid storage body.Unknown.membrane.intracellular membrane-bounded organelle.cellular process.seed germination
C0	Zm00001eb125430	Zm00001eb360250.Zm00001eb237260.Zm00001eb186820.Zm00001eb028430.Zm00001eb068050.Zm00001eb220780.Zm00001eb321980	protein dimerization activity.plastid.intracellular membrane-bounded organelle.membrane-bounded organelle.intracellular organelle.organelle.protein binding.cellular anatomical structure.molecular_function.cellular_component
C0	Zm00001eb318070	Known	ER-nucleus signaling pathway.endoplasmic reticulum unfolded protein response.protein autophosphorylation.intracellular anatomical structure.detection of molecule of fungal origin.extracellular region.salicylic acid biosynthetic process.chitin binding.intracellular signal transduction.plasma membrane.regulation of plant-type hypersensitive response.chitosan binding.multicellular organism development.cellular response to molecule of bacterial origin.detection of peptidoglycan.protein homodimerization activity.response to carbohydrate.cellular response to chitin.defense response to bacterium.cell wall macromolecule catabolic process.negative regulation of programmed cell death.membrane fusion.defense response to fungus.ATP binding.Unknown.systemic acquired resistance.protein targeting to membrane.transmembrane receptor protein serine/threonine kinase activity.membrane.respiratory burst involved in defense response.cell surface pattern recognition receptor signaling pathway
C0	Zm00001eb118150	Known	cytoplasm.SCF-dependent proteasomal ubiquitin-dependent protein catabolic process.multicellular organismal process.urea catabolic process.membrane.SCF ubiquitin ligase complex.nickel cation binding.urease activity.ubiquitin-protein transferase activity
C0	Zm00001eb063710	Known	protein metabolic process.2 iron, 2 sulfur cluster binding.metal ion binding.abscisic acid biosynthetic process.electron transfer activity.etioplast stroma.cytochrome-b5 reductase activity, acting on NAD(P)H.electron transport chain.chloroplast stroma
C0	Zm00001eb428350	Known	regulation of gene expression.plasmodesma.binding.cytosol.seed dormancy process.RNA metabolic process.response to abscisic acid.pollen tube development.response to water deprivation.regulation of cellular process.seed germination.response to osmotic stress.embryo development ending in seed dormancy
C0	Zm00001eb222170	Known	regulation of flower development.response to light stimulus.nucleus.regulation of DNA-templated transcription.DNA-templated transcription
C0	Zm00001eb416130	Zm00001eb011980.Zm00001eb144410.Zm00001eb279840.Zm00001eb397880.Zm00001eb370430	regulation of cellular process.regulation of biological process.protein modification by small protein conjugation or removal.hydrogen peroxide biosynthetic process.protein desumoylation.reactive oxygen species biosynthetic process.protein phosphatase type 1 complex.catalytic complex.protein serine/threonine phosphatase complex.phosphatase complex
C0	Zm00001eb144160	Known	developmental process.lysosome.binding.response to stimulus.proteolysis involved in protein catabolic process.extracellular space.aleurone grain.metabolic process.multicellular organismal process.endoplasmic reticulum lumen.cysteine-type endopeptidase activity.biological regulation
C0	Zm00001eb143050	Known	regulation of seed germination.Unknown.regulation of phenylpropanoid metabolic process.regulation of anthocyanin metabolic process.cellular response to sucrose stimulus.intracellular anatomical structure.osmosensor activity.regulation of DNA-templated transcription.signal transduction.Unknown.fatty acid beta-oxidation.regulation of chlorophyll catabolic process.cytokinin receptor activity.protein histidine kinase binding.regulation of flower development.plasma membrane.cell death.cellular response to abscisic acid stimulus.response to water deprivation.salicylic acid mediated signaling pathway.cellular response to cold.secondary growth.regulation of meristem development.leaf senescence.protein import into peroxisome matrix.defense response to bacterium.circadian rhythm.cytokinin-activated signaling pathway.ATP binding.phloem or xylem histogenesis.response to salt stress.ethylene-activated signaling pathway.phosphorelay sensor kinase activity.membrane.negative regulation of iron ion transport.phosphorelay response regulator activity.response to superoxide.cellular response to phosphate starvation
C0	Zm00001eb012780	Known	gene expression.plasma membrane.Unknown.positive regulation of cellular process.protein phosphorylation.Unknown.ribosome biogenesis.protein serine/threonine kinase activity.membrane.macromolecule biosynthetic process.organelle organization.defense response.ATP binding
C0	Zm00001eb419110	Known	response to stimulus.4 iron, 4 sulfur cluster binding.mitochondrion.chloroplast.aconitate hydratase activity.Unknown.Unknown.glyoxylate cycle.macromolecule metabolic process.Unknown.biological regulation
C0	Zm00001eb204230	Known	cAMP binding.Unknown.inward rectifier potassium channel activity.salicylic acid biosynthetic process.monoatomic ion-gated channel activity.plasma membrane.regulation of plant-type hypersensitive response.ethylene biosynthetic process.cGMP binding.defense response to fungus.salicylic acid mediated signaling pathway.response to carbohydrate.response to chitin.negative regulation of defense response.negative regulation of programmed cell death.potassium ion transmembrane transport.innate immune response.protein targeting to membrane.calcium ion transport.regulation of monoatomic ion transmembrane transport.membrane.intracellularly cyclic nucleotide-activated monoatomic cation channel activity.calmodulin binding
C0	Zm00001eb364010	Known	developmental process.cytoplasm.nucleoplasm.nucleotide binding.primary metabolic process.nucleic acid binding.Unknown.membrane.cellular component organization.catalytic activity.biological regulation
C0	Zm00001eb410600	Known	cellulose biosynthetic process.one-carbon metabolic process.Golgi vesicle transport.reproductive process.photoperiodism, flowering.Cdc73/Paf1 complex.chromosome organization.DNA binding.RNA polymerase II C-terminal domain phosphoserine binding.post-translational protein modification.miRNA processing.Unknown.translational elongation.intracellular transport.DNA-templated transcription initiation.siRNA processing.protein methylation.positive regulation of cell population proliferation.transcription elongation by RNA polymerase II.Unknown.mRNA splicing, via spliceosome.positive regulation of DNA-templated transcription.gravitropism.negative regulation of flower development.catalytic activity
C0	Zm00001eb050280	Known	plasmodesma.response to heat.zinc ion binding.reproductive process.photoperiodism, flowering.cell wall.nucleolus.response to hydrogen peroxide.unfolded protein binding.plasma membrane.response to high light intensity.regulation of ATP-dependent activity.protein folding.metabolic process.DNA replication.positive regulation of flower development.ATP binding.response to salt stress.cytosol.N-terminal protein myristoylation.heat shock protein binding.regulation of purine nucleotide catabolic process.regulation of nucleoside metabolic process
C0	Zm00001eb378130	Zm00001eb355410.Zm00001eb286280.Zm00001eb002530.Zm00001eb005740.Zm00001eb334510.Zm00001eb158660	binding.metabolic process.cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function.post-embryonic development.intracellular membrane-bounded organelle.membrane-bounded organelle
C0	Zm00001eb160310	Known	protein metabolic process.chromosome organization.DNA binding.macromolecule modification.regulation of cellular process.biosynthetic process.chromatin organization.carbohydrate metabolic process.gene expression.RNA metabolic process
C0	Zm00001eb300590	Zm00001eb314300.Zm00001eb010320.Zm00001eb408250.Zm00001eb284310.Zm00001eb311560	metabolic process.localization.cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function
C0	Zm00001eb165570	Zm00001eb165560.Zm00001eb165580.Zm00001eb172290.Zm00001eb165610.Zm00001eb360190.Zm00001eb284310.Zm00001eb253470	response to stimulus.metabolic process.cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function.defense response.biological process involved in interspecies interaction between organisms.response to other organism
C0	Zm00001eb174610	Known	nucleotide binding.nucleic acid binding.RNA processing.regulation of cellular process
C0	Zm00001eb220990	Zm00001eb024230.Zm00001eb394400.Zm00001eb267100.Zm00001eb292710.Zm00001eb359720	developmental process.intracellular membrane-bounded organelle.membrane-bounded organelle.intracellular organelle.organelle.membrane.anatomical structure development.plant-type cell wall organization.cellular anatomical structure.cellular_component
C0	Zm00001eb307090	Zm00001eb003010.Zm00001eb307070.Zm00001eb312910.Zm00001eb003810.Zm00001eb232310.Zm00001eb133900.Zm00001eb127200.Zm00001eb345380	binding.ion binding.small molecule binding.regulation of cellular process.cellular process.biological_process.molecular_function.catalytic activity.regulation of biological process.ribonucleotide binding
C0	Zm00001eb000210	Known	response to salt stress.proton transmembrane transport.metal ion binding.monoatomic ion homeostasis.purine ribonucleoside catabolic process.ATP biosynthetic process.intracellular membrane-bounded organelle.plasma membrane.purine ribonucleoside triphosphate catabolic process.ATP binding.P-type proton-exporting transporter activity.purine ribonucleotide catabolic process
C0	Zm00001eb076650	Known	early endosome.developmental process.plasma membrane.magnesium ion transmembrane transporter activity.magnesium ion transport.monoatomic ion transmembrane transport.membrane.cellular process.magnesium ion transmembrane transport
C0	Zm00001eb250330	Known	post-translational protein modification.cytosol.intracellular signal transduction.amino acid import.metabolic process.endoplasmic reticulum to Golgi vesicle-mediated transport.protein serine/threonine kinase activity.positive regulation of flower development.hydrogen peroxide biosynthetic process.protein autophosphorylation.membrane.reproductive process.nucleus.photoperiodism, flowering.protein desumoylation.ATP binding
C0	Zm00001eb234340	Zm00001eb355410.Zm00001eb006800.Zm00001eb382400.Zm00001eb334510.Zm00001eb267000	
C0	Zm00001eb216810	Known	ethylene receptor activity.response to heat.response to abscisic acid.response to gibberellin.endoplasmic reticulum membrane.regulation of DNA-templated transcription.signal transduction.identical protein binding.response to auxin.cellular response to iron ion.sugar mediated signaling pathway.organelle membrane.cytokinin metabolic process.hydrogen peroxide biosynthetic process.cell division.jasmonic acid and ethylene-dependent systemic resistance, ethylene mediated signaling pathway.defense response to bacterium.circadian rhythm.vasculature development.detection of ethylene stimulus.defense response by callose deposition in cell wall.regulation of seedling development.cytokinin-activated signaling pathway.response to molecule of bacterial origin.response to salt stress.response to insect.negative regulation of ethylene-activated signaling pathway.phosphorelay sensor kinase activity.membrane.ethylene binding.regulation of stomatal movement.phosphorelay response regulator activity
C0	Zm00001eb075630	Known	plasmodesma.metal ion binding.plasma membrane.translation.Unknown.animal organ development.transport.DNA binding.cell-cell signaling.structural constituent of ribosome.anatomical structure formation involved in morphogenesis.cellular component organization.ribosome.root hair cell differentiation.epidermal cell differentiation.biological regulation.vacuole
C0	Zm00001eb264660	Known	response to endoplasmic reticulum stress.metal ion binding.Unknown.salicylic acid biosynthetic process.cytoplasm.regulation of plant-type hypersensitive response.jasmonic acid mediated signaling pathway.secondary metabolic process.MAPK cascade.response to hypoxia.defense response to fungus.systemic acquired resistance, salicylic acid mediated signaling pathway.response to carbohydrate.response to chitin.Unknown.defense response to bacterium.negative regulation of defense response.hyoscyamine (6S)-dioxygenase activity.detection of biotic stimulus.oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen.protein targeting to membrane.regulation of response to biotic stimulus.regulation of hydrogen peroxide metabolic process.Unknown
C0	Zm00001eb358860	Known	alcohol metabolic process.oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen.Unknown.brassinosteroid metabolic process.iron ion binding.endoplasmic reticulum.ketone metabolic process.monooxygenase activity.membrane.response to light stimulus.electron transfer activity.anatomical structure formation involved in morphogenesis.heme binding.unidimensional cell growth
C0	Zm00001eb006780	Zm00001eb006800.Zm00001eb267000.Zm00001eb334510.Zm00001eb265880.Zm00001eb428350.Zm00001eb355410	phenylpropanoid biosynthetic process.secondary metabolite biosynthetic process.phenylpropanoid metabolic process.metabolic process.regulation of catalytic activity.secondary metabolic process.molecular_function.cellular process.biological_process.regulation of molecular function
C0	Zm00001eb093590	Known	regulation of biological process.extracellular region.long-chain fatty acid-CoA ligase activity.endoplasmic reticulum.Golgi apparatus.chloroplast envelope.fatty acid biosynthetic process.membrane.ketone metabolic process.lipid droplet.long-chain fatty acid metabolic process
C0	Zm00001eb347580	Zm00001eb419210.Zm00001eb425560.Zm00001eb031340.Zm00001eb009980.Zm00001eb397400.Zm00001eb382070.Zm00001eb162830.Zm00001eb393280.Zm00001eb394460	cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function.membrane.developmental process.plasma membrane.anatomical structure development.catalytic activity
C0	Zm00001eb027800	Known	transcription by RNA polymerase II.positive regulation of transcription by RNA polymerase II.response to biotic stimulus.multicellular organismal process.DNA binding.nucleus.calmodulin binding
C0	Zm00001eb118330	Zm00001eb010790.Zm00001eb376740.Zm00001eb237020.Zm00001eb169970.Zm00001eb419440.Zm00001eb058470	primary metabolic process.metabolic process.cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function.intracellular organelle.organelle.transferase activity
C0	Zm00001eb394460	Known	vesicle.peroxidase activity.Unknown.cell development.animal organ morphogenesis.alpha-N-acetylglucosaminidase activity.Unknown.membrane.response to oxidative stress.vacuole
C0	Zm00001eb402910	Known	post-translational protein modification.regulation of growth.chromosome organization.positive regulation of cellular process.Unknown.DNA binding.negative regulation of biological process.zinc ion binding.nucleus.regulation of DNA-templated transcription.DNA-templated transcription.Unknown
C0	Zm00001eb172300	Zm00001eb103760.Zm00001eb179000.Zm00001eb407550.Zm00001eb238680.Zm00001eb370220.Zm00001eb013730.Zm00001eb284640	transport.establishment of localization.localization.cellular process.biological_process.cellular anatomical structure.cellular_component.nitrogen compound transport.regulation of biological process.biological regulation
C0	Zm00001eb165560	Known	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen.Unknown.primary metabolic process.iron ion binding.monooxygenase activity.membrane.electron transfer activity.heme binding.small molecule metabolic process.response to stimulus.Unknown
C0	Zm00001eb369900	Known	metal ion binding.proteolysis.mitochondrion.metabolic process.multicellular organismal process.Unknown.membrane.metalloendopeptidase activity.biological regulation
C0	Zm00001eb312440	Zm00001eb225670.Zm00001eb084420.Zm00001eb330590.Zm00001eb408790	
C0	Zm00001eb223840	Known	vesicle-mediated transport.translation.proteolysis.protein glycosylation.protein targeting to vacuole.regulation of primary metabolic process.membrane.carbohydrate metabolic process.nucleus.cysteine-type peptidase activity.multicellular organism development.regulation of cellular process.response to stimulus
C0	Zm00001eb109280	Known	translation.multicellular organismal process.structural constituent of ribosome.ribosome.biological regulation
C0	Zm00001eb357780	Known	DNA binding.chromatin binding.zinc ion binding.response to chemical.nucleus.regulation of DNA-templated transcription.DNA-templated transcription
C0	Zm00001eb364280	Known	regulation of seed germination.Unknown.regulation of phenylpropanoid metabolic process.cytokine binding.regulation of anthocyanin metabolic process.cellular response to sucrose stimulus.intracellular anatomical structure.osmosensor activity.regulation of DNA-templated transcription.signal transduction.Unknown.fatty acid beta-oxidation.regulation of chlorophyll catabolic process.cytokinin receptor activity.protein histidine kinase binding.regulation of flower development.plasma membrane.cell death.cellular response to abscisic acid stimulus.response to water deprivation.salicylic acid mediated signaling pathway.cellular response to cold.secondary growth.regulation of meristem development.leaf senescence.protein import into peroxisome matrix.defense response to bacterium.circadian rhythm.phosphoprotein phosphatase activity.cytokinin-activated signaling pathway.ATP binding.phloem or xylem histogenesis.response to salt stress.ethylene-activated signaling pathway.phosphorelay sensor kinase activity.membrane.negative regulation of iron ion transport.phosphorelay response regulator activity.response to superoxide.cellular response to phosphate starvation
C0	Zm00001eb107140	Zm00001eb334510.Zm00001eb158660.Zm00001eb355410.Zm00001eb012550.Zm00001eb151780	
C0	Zm00001eb353130	Zm00001eb393900.Zm00001eb318070.Zm00001eb257640.Zm00001eb284640.Zm00001eb319680.Zm00001eb280640.Zm00001eb285400.Zm00001eb044600	primary metabolic process.metabolic process.cellular process.biological_process.cellular anatomical structure.cellular_component.macromolecule metabolic process.protein metabolic process.molecular_function.membrane
C0	Zm00001eb404190	Zm00001eb370430.Zm00001eb250070.Zm00001eb159970	
C0	Zm00001eb115450	Known	RNA binding.endonuclease activity.chloroplast.transport.DNA binding.regulation of meristem growth.zinc ion binding.membrane.nucleus.RNA modification.multicellular organism development.cellular component organization.Unknown.inositol-1,3,4,5,6-pentakisphosphate 2-kinase activity.ATP binding.phosphorylation
C0	Zm00001eb386370	Known	cell differentiation.DNA binding.response to chemical.nucleus.regulation of DNA-templated transcription.DNA-templated transcription.flower development
C0	Zm00001eb402660	Zm00001eb160310.Zm00001eb327280.Zm00001eb058230.Zm00001eb180790.Zm00001eb431180.Zm00001eb253470.Zm00001eb159420	biological regulation.binding.cellular process.biological_process.molecular_function.regulation of cellular process.regulation of biological process.developmental process.primary metabolic process.nucleic acid binding
C0	Zm00001eb136040	Known	protein metabolic process.response to stress.regulation of biological process.metabolic process.multicellular organismal process.heat shock protein binding.membrane.protein folding.unfolded protein binding
C0	Zm00001eb317550		
C0	Zm00001eb344550	Zm00001eb344570.Zm00001eb305750.Zm00001eb418020.Zm00001eb204230.Zm00001eb122990.Zm00001eb091580.Zm00001eb169910.Zm00001eb328410.Zm00001eb015030	biological regulation.cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function.establishment of localization.regulation of biological process.membrane.localization
C0	Zm00001eb256970	Known	apoplast.proteolysis.plasma membrane.negative regulation of catalytic activity.plant-type cell wall.metabolic process.membrane.mucilage extrusion from seed coat.regulation of metabolic process.mucilage metabolic process involved in seed coat development.serine-type endopeptidase activity.vacuolar membrane.identical protein binding.response to stimulus
C0	Zm00001eb162240	Known	chloroplast.protein processing.zinc ion binding.Unknown.metalloendopeptidase activity.aerobic respiration.mitochondrial electron transport, ubiquinol to cytochrome c
C0	Zm00001eb352920	Known	post-translational protein modification.cytosol.plasma membrane.signal transduction.protein phosphorylation.metabolic process.multicellular organismal process.plant-type cell wall modification.protein serine/threonine kinase activity.phragmoplast.membrane.nucleus.ATP binding
C0	Zm00001eb225110	Zm00001eb103580.Zm00001eb220770.Zm00001eb139060.Zm00001eb167320.Zm00001eb051830.Zm00001eb103260.Zm00001eb400750.Zm00001eb220780.Zm00001eb060200	metabolic process.cellular process.biological_process.cellular_component.intracellular organelle.organelle.molecular_function.primary metabolic process.purine nucleotide metabolic process.response to stimulus
C0	Zm00001eb199200	Known	protein dimerization activity.plasma membrane.Unknown.response to stress.cellular response to stimulus.membrane.nucleobase-containing compound metabolic process.regulation of DNA-templated transcription.response to hormone.DNA-binding transcription factor activity.sequence-specific DNA binding
C0	Zm00001eb183610	Known	intracellular signal transduction.translation.Unknown.N-terminal protein myristoylation.mitochondrion.protein phosphorylation.microtubule nucleation.Unknown.metabolic process.protein serine/threonine kinase activity.autophagy.protein serine/threonine/tyrosine kinase activity.multicellular organism development.ATP binding
C0	Zm00001eb352760	Known	transcription by RNA polymerase II.plasmodesma.cellular response to auxin stimulus.chromosome organization.plasma membrane.Unknown.FMN binding.response to stress.Unknown.NAD(P)H dehydrogenase (quinone) activity.NADPH:quinone reductase activity.2-hydroxy-1,4-benzoquinone reductase (NADH) activity.vacuolar membrane.negative regulation of DNA-templated transcription
C0	Zm00001eb011620	Known	hormone-mediated signaling pathway.protein ubiquitination.zinc ion binding.photoperiodism, flowering.nucleus.ubiquitin-protein transferase activity.regulation of defense response
C0	Zm00001eb200590	Known	translation.hormone-mediated signaling pathway.animal organ development.amine metabolic process.regulation of post-embryonic root development.cotyledon development.regulation of gene expression.sugar mediated signaling pathway.protein N-linked glycosylation.stem cell division.ethylene biosynthetic process.carbohydrate metabolic process.RNA metabolic process.protein-macromolecule adaptor activity.negative regulation of response to stimulus.glycosyltransferase activity.small molecule biosynthetic process.protein modification by small protein conjugation.ketone metabolic process.ribosome.regulation of ethylene biosynthetic process.modified amino acid metabolic process.amino acid metabolic process.proteasome-mediated ubiquitin-dependent protein catabolic process.cellular response to phosphate starvation
C0	Zm00001eb002530	Known	regulation of proteasomal ubiquitin-dependent protein catabolic process.polyubiquitin modification-dependent protein binding.organelle membrane.autophagy.nuclear proteasome complex.endoplasmic reticulum membrane.autophagosome.proteasome-mediated ubiquitin-dependent protein catabolic process.cytosolic proteasome complex
C0	Zm00001eb286880	Zm00001eb279840.Zm00001eb382400.Zm00001eb397880.Zm00001eb334510.Zm00001eb146350.Zm00001eb267000	cellular process.biological_process
C0	Zm00001eb233100	Known	regulation of nucleobase-containing compound metabolic process.gynoecium development.nucleus.methyltransferase activity.DNA-templated transcription
C0	Zm00001eb046100	Zm00001eb017850.Zm00001eb402560.Zm00001eb267100.Zm00001eb204230.Zm00001eb303290.Zm00001eb257640.Zm00001eb223980.Zm00001eb320100.Zm00001eb404840	purine ribonucleotide binding.ribonucleotide binding.purine nucleotide binding.carbohydrate derivative binding.anion binding.nucleotide binding.nucleoside phosphate binding.heterocyclic compound binding.phosphorus metabolic process.phosphate-containing compound metabolic process
C0	Zm00001eb313360		
C0	Zm00001eb248720	Known	lipid metabolic process.protein metabolic process.proteolysis.lytic vacuole.membrane.Unknown.cysteine-type endopeptidase activity.protein storage vacuole
C0	Zm00001eb267710	Known	signal transduction.plasma membrane.protein phosphorylation.structural constituent of cell wall.metabolic process.animal organ development.protein serine/threonine kinase activity.membrane.reproductive process.anatomical structure formation involved in morphogenesis.pollen tube development.regulation of unidimensional cell growth.tube development.root hair cell differentiation.ATP binding.epidermal cell differentiation
C0	Zm00001eb300000	Zm00001eb027800.Zm00001eb292900	positive regulation of RNA biosynthetic process.positive regulation of DNA-templated transcription.positive regulation of RNA metabolic process.positive regulation of nucleobase-containing compound metabolic process.positive regulation of macromolecule biosynthetic process.positive regulation of biosynthetic process
C0	Zm00001eb036940	Known	response to glucose.pyruvate dehydrogenase complex.Unknown.nucleolus.response to fructose.nucleoid.plasma membrane.calcium-mediated signaling.vacuolar membrane.mitochondrial matrix.apoplast.glucose catabolic process.Unknown.defense response to bacterium.glycolytic process.response to cadmium ion.pyruvate dehydrogenase (acetyl-transferring) activity.pyruvate decarboxylation to acetyl-CoA.response to sucrose
C0	Zm00001eb190610	Zm00001eb398000.Zm00001eb174610.Zm00001eb159420.Zm00001eb187630.Zm00001eb167320.Zm00001eb421090.Zm00001eb128590	metabolic process.cellular process.biological_process.intracellular membrane-bounded organelle.membrane-bounded organelle.molecular_function.intracellular organelle.organelle.membrane.small molecule binding
C0	Zm00001eb136170	Known	endosome.trans-Golgi network.translation.protein glycosylation.chloroplast.microtubule nucleation.galactosylxylosylprotein 3-beta-galactosyltransferase activity.membrane.carbohydrate metabolic process.Golgi membrane.carbohydrate binding
C0	Zm00001eb183760	Known	NAD binding.apoplast.Unknown.mitochondrion.isocitrate metabolic process.isocitrate dehydrogenase (NAD+) activity.ketone metabolic process.amino acid metabolic process.amine metabolic process.acetyl-CoA catabolic process.acetyl-CoA metabolic process.magnesium ion binding.tricarboxylic acid cycle.biosynthetic process
C0	Zm00001eb367400	Zm00001eb223980.Zm00001eb056220.Zm00001eb259660.Zm00001eb031650.Zm00001eb406860.Zm00001eb136040	membrane.cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function.heat shock protein binding.unfolded protein binding.animal organ development.response to stimulus
C0	Zm00001eb201070	Zm00001eb281080.Zm00001eb216810.Zm00001eb221790.Zm00001eb159200.Zm00001eb319030.Zm00001eb397400.Zm00001eb315020.Zm00001eb084420.Zm00001eb319680	metabolic process.cellular process.biological_process.cellular anatomical structure.cellular_component.catalytic activity.primary metabolic process.molecular_function.protein metabolic process.localization
C0	Zm00001eb281080	Known	pollen maturation.vesicle-mediated transport.ligase activity.phosphatidylinositol-mediated signaling.calcium-mediated signaling.mitochondrion.protein phosphorylation.membrane.establishment of localization in cell.nucleus.ubiquitin-dependent protein catabolic process.phosphatidylserine decarboxylase activity.ubiquitin-protein transferase activity
C0	Zm00001eb079230	Zm00001eb076770.Zm00001eb044600.Zm00001eb292900	
C0	Zm00001eb253200	Zm00001eb416360.Zm00001eb216810.Zm00001eb319630.Zm00001eb232310.Zm00001eb056220.Zm00001eb211350.Zm00001eb127200	binding.regulation of nucleobase-containing compound metabolic process.regulation of primary metabolic process.cellular process.biological_process.regulation of metabolic process.regulation of cellular process.molecular_function.regulation of biological process.biological regulation
C0	Zm00001eb345440	Zm00001eb332210.Zm00001eb416090.Zm00001eb280640.Zm00001eb164660.Zm00001eb075630.Zm00001eb404840.Zm00001eb267100.Zm00001eb148690.Zm00001eb303290	macromolecule metabolic process.localization.primary metabolic process.anatomical structure development.metabolic process.animal organ development.cellular anatomical structure.cellular_component.cellular process.biological_process
C0	Zm00001eb322530	Zm00001eb160310.Zm00001eb216810.Zm00001eb180790.Zm00001eb327280.Zm00001eb204230.Zm00001eb371020.Zm00001eb425570.Zm00001eb056220	binding.cellular process.biological_process.molecular_function.biological regulation.small molecule binding.metabolic process.regulation of cellular process.regulation of biological process.developmental process
C0	Zm00001eb357010	Known	organelle localization.cellular process.myosin complex.actin binding.multicellular organism development.cytoskeletal motor activity.ATP binding.biological regulation
