Community	Unknown	Annotated	Functions
C2	Zm00001eb340120	Zm00001eb181460	
C2	Zm00001eb107320	Known	pollen tube growth.jasmonic acid mediated signaling pathway.plant-type cell wall modification.ethylene biosynthetic process.anatomical structure formation involved in morphogenesis.plasma membrane.quaternary ammonium group transport.carbohydrate transport.tube development.amino acid transport.transmembrane transport.transmembrane transporter activity.endoplasmic reticulum unfolded protein response.ER-nucleus signaling pathway.regulation of plant-type hypersensitive response.salicylic acid mediated signaling pathway.organic cation transport.protein targeting to membrane.membrane.monocarboxylic acid transport.nitrate transmembrane transport
C2	Zm00001eb334700	Zm00001eb422530	
C2	Zm00001eb235600	Zm00001eb181460	
C2	Zm00001eb429800	Known	metabolic process.DNA-binding transcription factor activity.regulation of DNA-templated transcription.response to stress.nucleus.ethylene-activated signaling pathway.DNA-templated transcription.DNA binding
C2	Zm00001eb230970		
C2	Zm00001eb372850	Zm00001eb139220	
C2	Zm00001eb030670	Zm00001eb181460.Zm00001eb139220	
C2	Zm00001eb053920	Zm00001eb284950.Zm00001eb053940	
C2	Zm00001eb042700	Known	ribosome.intracellular transport.ATP binding.phosphorelay signal transduction system.signal transduction.membrane
C2	Zm00001eb228830	Zm00001eb228810.Zm00001eb153420	positive regulation of metabolic process.positive regulation of macromolecule metabolic process.ribosome.positive regulation of cellular process.positive regulation of biological process.membraneless organelle.intracellular membraneless organelle.regulation of macromolecule metabolic process.regulation of metabolic process.nucleic acid binding
C2	Zm00001eb065270		
C2	Zm00001eb124080	Known	metabolic process.establishment of localization in cell.detection of bacterium.protein ubiquitination.Unknown.plasma membrane.chloroplast.ATP binding.defense response to bacterium.regulation of anion channel activity.immune response-regulating signaling pathway.innate immune response-activating signaling pathway.detection of external stimulus.multicellular organism development.cytoplasmic vesicle.protein phosphorylation.membrane.protein serine/threonine kinase activity.secretion by cell.plant-type hypersensitive response
C2	Zm00001eb011570		
C2	Zm00001eb057880	Known	Unknown.telomere maintenance.DNA repair.proteasome core complex.cysteine-type peptidase activity.binding.Unknown.DNA helicase activity.proteolysis
C2	Zm00001eb395690		
C2	Zm00001eb233240	Zm00001eb042700	
C2	Zm00001eb099730	Zm00001eb134750	response to water deprivation.response to acid chemical.phyllome development.hormone transport.tyrosine biosynthetic process.aromatic amino acid metabolic process.erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process.response to osmotic stress.aromatic amino acid family biosynthetic process, prephenate pathway.aromatic amino acid family biosynthetic process
C2	Zm00001eb409110	Zm00001eb181460	
C2	Zm00001eb429380	Zm00001eb237850	purine ribonucleoside triphosphate metabolic process.ribonucleotide metabolic process.nucleoside metabolic process.purine ribonucleotide catabolic process.nucleoside triphosphate metabolic process.DNA recombination.glycosyl compound metabolic process.purine ribonucleoside catabolic process.cell cycle phase.purine ribonucleotide metabolic process
C2	Zm00001eb133510	Zm00001eb181460	
C2	Zm00001eb414250	Zm00001eb310800.Zm00001eb252290.Zm00001eb258640.Zm00001eb422530.Zm00001eb134750	sexual reproduction.cytoplasmic microtubule organization.microtubule cytoskeleton organization.cortical microtubule organization.cytoskeleton organization.supramolecular fiber organization.cortical cytoskeleton organization.microtubule-based process.prefoldin complex.unfolded protein binding
C2	Zm00001eb324380		
C2	Zm00001eb053940	Known	nucleoplasm.maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA).response to stimulus.ribonucleoprotein complex binding.nucleolus.maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA).preribosome, large subunit precursor
C2	Zm00001eb141300	Zm00001eb057880.Zm00001eb153420	
C2	Zm00001eb025450	Zm00001eb237850	purine ribonucleoside triphosphate metabolic process.ribonucleotide metabolic process.nucleoside metabolic process.purine ribonucleotide catabolic process.nucleoside triphosphate metabolic process.DNA recombination.glycosyl compound metabolic process.purine ribonucleoside catabolic process.cell cycle phase.purine ribonucleotide metabolic process
C2	Zm00001eb395700		
C2	Zm00001eb293030	Known	cellular developmental process.signaling.regulation of cellular process.nervous system development.cellular component organization
C2	Zm00001eb346680	Known	monoatomic ion homeostasis.transport.nucleotide binding.response to stimulus.DNA integration.catalytic activity.nucleic acid binding.membrane
C2	Zm00001eb071380	Zm00001eb139220.Zm00001eb252290	
C2	Zm00001eb376410	Zm00001eb299160	
C2	Zm00001eb391830	Zm00001eb139220.Zm00001eb252290	
C2	Zm00001eb209330	Zm00001eb346680	
C2	Zm00001eb287510	Zm00001eb237850	purine ribonucleoside triphosphate metabolic process.ribonucleotide metabolic process.nucleoside metabolic process.purine ribonucleotide catabolic process.nucleoside triphosphate metabolic process.DNA recombination.glycosyl compound metabolic process.purine ribonucleoside catabolic process.cell cycle phase.purine ribonucleotide metabolic process
C2	Zm00001eb204400	Zm00001eb310800.Zm00001eb252290.Zm00001eb134750	sexual reproduction.cytoplasmic microtubule organization.microtubule cytoskeleton organization.cortical microtubule organization.cytoskeleton organization.supramolecular fiber organization.cortical cytoskeleton organization.microtubule-based process.prefoldin complex.unfolded protein binding
C2	Zm00001eb134750	Known	mitochondrion.Golgi apparatus.plant-type vacuole membrane.leaf development.chloroplast envelope.auxin polar transport.animal organ development.plasma membrane.establishment or maintenance of transmembrane electrochemical gradient.response to salt stress.endosome membrane.inorganic diphosphate phosphatase activity.diphosphate hydrolysis-driven proton transmembrane transporter activity.Unknown.sodium ion transport.proton transmembrane transport.response to water deprivation.2-alkenal reductase [NAD(P)H] activity.tyrosine biosynthetic process
C2	Zm00001eb397440	Zm00001eb346680.Zm00001eb228810.Zm00001eb153420	nucleic acid binding.positive regulation of metabolic process.positive regulation of macromolecule metabolic process.ribosome.catalytic activity.binding.positive regulation of cellular process.metabolic process.positive regulation of biological process.biological_process
C2	Zm00001eb316110	Zm00001eb181460	
C2	Zm00001eb045000		
C2	Zm00001eb333020	Zm00001eb228810.Zm00001eb153420	positive regulation of metabolic process.positive regulation of macromolecule metabolic process.ribosome.positive regulation of cellular process.positive regulation of biological process.membraneless organelle.intracellular membraneless organelle.regulation of macromolecule metabolic process.regulation of metabolic process.nucleic acid binding
C2	Zm00001eb279590		
C2	Zm00001eb313170		
C2	Zm00001eb309820	Zm00001eb139220	
C2	Zm00001eb400960	Known	DNA-binding transcription factor activity.cell differentiation.regulation of DNA-templated transcription.positive regulation of cellular process.transcription cis-regulatory region binding.nucleus.DNA-templated transcription.animal organ morphogenesis
C2	Zm00001eb179370	Zm00001eb181460	
C2	Zm00001eb009230	Zm00001eb057880.Zm00001eb284950.Zm00001eb346680	nucleic acid metabolic process.nucleobase-containing compound metabolic process.macromolecule metabolic process.DNA metabolic process.binding.primary metabolic process.metabolic process.biological_process.cellular process.cellular_component
C2	Zm00001eb098820	Zm00001eb422530.Zm00001eb252290	
C2	Zm00001eb053930	Zm00001eb284950.Zm00001eb053940	
C2	Zm00001eb168500	Zm00001eb331620.Zm00001eb153420	
C2	Zm00001eb133520	Zm00001eb181460	
C2	Zm00001eb422530	Known	magnesium ion transmembrane transport.cellular process.endoplasmic reticulum membrane.intracellular transport.vacuole.response to hydrogen peroxide.magnesium ion transport.organelle membrane.monoatomic ion transmembrane transport.magnesium ion transmembrane transporter activity.membrane.plasma membrane.response to high light intensity
C2	Zm00001eb180320		
C2	Zm00001eb123930		
C2	Zm00001eb116740	Known	cell redox homeostasis.protein-disulfide reductase [NAD(P)H] activity.enzyme inhibitor activity.plasmodesmata-mediated intercellular transport.positive regulation of catalytic activity.Unknown.response to cold.cellular response to oxidative stress.glycerol ether metabolic process.thioredoxin-disulfide reductase (NADPH) activity.negative regulation of catalytic activity.apoplast.cytosol.Unknown.macromolecule metabolic process.protein-disulfide reductase activity.oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor.electron transfer activity.primary metabolic process
C2	Zm00001eb314760	Zm00001eb139220	
C2	Zm00001eb234890	Zm00001eb237850.Zm00001eb139220	nucleic acid metabolic process.nucleobase-containing compound metabolic process.response to stimulus.macromolecule metabolic process.biological regulation.primary metabolic process.metabolic process.purine ribonucleoside triphosphate metabolic process.ribonucleotide metabolic process.nucleoside metabolic process
C2	Zm00001eb151040		
C2	Zm00001eb172680	Known	pentose metabolic process.pentose-phosphate shunt.transaldolase activity.glucose catabolic process.alcohol catabolic process.Unknown.binding.cytoplasm
C2	Zm00001eb153420	Known	ribosome.cell differentiation.Unknown.glutathione metabolic process.chromatin binding.embryo development.glutathione transferase activity.DNA binding.positive regulation of macromolecule metabolic process
C2	Zm00001eb421390	Zm00001eb181460.Zm00001eb139220	
C2	Zm00001eb327600	Zm00001eb181460	
C2	Zm00001eb139240	Zm00001eb422530.Zm00001eb252290	
C2	Zm00001eb152470	Zm00001eb153420.Zm00001eb346680	
C2	Zm00001eb412460	Zm00001eb057880.Zm00001eb172680.Zm00001eb047040	
C2	Zm00001eb195370	Zm00001eb284950.Zm00001eb346680	
C2	Zm00001eb284240	Known	macromolecule modification.threonine synthase activity.protein metabolic process.cytosol.chloroplast stroma.biological regulation.pyridoxal phosphate binding.threonine biosynthetic process.Unknown
C2	Zm00001eb068220	Zm00001eb139220	
C2	Zm00001eb313140	Zm00001eb139220	
C2	Zm00001eb171190	Known	mitochondrion.Golgi apparatus.response to cadmium ion.shoot system development.adenosylmethionine-8-amino-7-oxononanoate transaminase activity.gamma-aminobutyrate shunt.pollen tube guidance.plasma membrane.chloroplast.ketone metabolic process.tube development.gamma-aminobutyric acid catabolic process.short-chain fatty acid catabolic process.4-aminobutyrate:pyruvate transaminase activity.amine catabolic process.response to oxidative stress.Unknown.pollen tube adhesion.Unknown.reproductive process.membrane.beta-alanine catabolic process.pyridoxal phosphate binding.cell-cell adhesion.vacuolar membrane.fruit development
C2	Zm00001eb310800	Known	primary metabolic process.metal ion binding.lipid transporter activity.cortical microtubule organization.vesicle-mediated transport.cytosol.sexual reproduction.Unknown.membrane.prefoldin complex.binding.multicellular organismal process.cellular component organization.protein folding.intracellular anatomical structure.macromolecule localization.unfolded protein binding
C2	Zm00001eb252290	Known	primary metabolic process.metal ion binding.cortical microtubule organization.cytosol.sexual reproduction.Unknown.prefoldin complex.multicellular organismal process.protein folding.unfolded protein binding
C2	Zm00001eb236580		
C2	Zm00001eb405090	Known	DNA-binding transcription factor activity.sequence-specific DNA binding.chloroplast.response to stimulus.Unknown.regulation of DNA-templated transcription.stearoyl-[ACP] desaturase activity.fatty acid metabolic process.nucleus.DNA-templated transcription
C2	Zm00001eb237850	Known	condensed nuclear chromosome.nucleoplasm.purine ribonucleoside catabolic process.ATP-dependent activity, acting on DNA.purine ribonucleotide catabolic process.reciprocal meiotic recombination.ATP binding.double-strand break repair.purine ribonucleoside triphosphate catabolic process.biological regulation.ATP metabolic process.meiotic M phase.damaged DNA binding
C2	Zm00001eb098810	Zm00001eb422530.Zm00001eb252290	
C2	Zm00001eb179380	Zm00001eb181460	
C2	Zm00001eb087460	Zm00001eb053940.Zm00001eb284950	
C2	Zm00001eb139220	Known	animal organ development.regulation of DNA-templated transcription.response to chemical.nucleus.DNA-templated transcription.DNA binding
C2	Zm00001eb403320		
C2	Zm00001eb414290	Zm00001eb047040.Zm00001eb053940.Zm00001eb076570.Zm00001eb153420	multicellular organism development.intracellular organelle.organelle.biological_process.cellular process.anatomical structure development.cellular anatomical structure.cellular_component.molecular_function.multicellular organismal process
C2	Zm00001eb369380	Zm00001eb139220.Zm00001eb429800	RNA biosynthetic process.nucleobase-containing compound biosynthetic process.DNA-templated transcription.regulation of DNA-templated transcription.regulation of RNA biosynthetic process.macromolecule biosynthetic process.nucleic acid biosynthetic process.regulation of macromolecule biosynthetic process.regulation of primary metabolic process.regulation of RNA metabolic process
C2	Zm00001eb076570	Known	primary metabolic process.protein-containing complex.cell differentiation.'de novo' post-translational protein folding.post-chaperonin tubulin folding pathway.cytosol.Unknown.ATP binding.nervous system development.microtubule.protein kinase activity.tubulin complex assembly.embryo development ending in seed dormancy.nucleus.cell division.phragmoplast.organelle organization
C2	Zm00001eb420980	Zm00001eb139220	
C2	Zm00001eb119990	Known	ketone metabolic process.carboxylic acid metabolic process.cytosol.hydrolase activity, acting on ester bonds.lipid catabolic process
C2	Zm00001eb032100		
C2	Zm00001eb391420	Zm00001eb346680.Zm00001eb284950	
C2	Zm00001eb211270	Known	primary metabolic process.protein transmembrane transport.protein-containing complex.Unknown.response to stimulus.ATP binding.ATPase-coupled transmembrane transporter activity.protein secretion.multicellular organismal process.membrane.Unknown
C2	Zm00001eb047040	Known	structural constituent of cytoskeleton.chromatin organization.multicellular organism development.nucleus
C2	Zm00001eb265990	Zm00001eb284950.Zm00001eb153420	
C2	Zm00001eb093520	Zm00001eb252290.Zm00001eb310800.Zm00001eb422530	sexual reproduction.cytoplasmic microtubule organization.microtubule cytoskeleton organization.cortical microtubule organization.cytoskeleton organization.supramolecular fiber organization.cortical cytoskeleton organization.microtubule-based process.prefoldin complex.unfolded protein binding
C2	Zm00001eb371600		
C2	Zm00001eb429810	Zm00001eb429800.Zm00001eb139220.Zm00001eb181460	response to stimulus.regulation of biological process.nucleus.intracellular membrane-bounded organelle.membrane-bounded organelle.intracellular organelle.organelle.biological regulation.binding.primary metabolic process
C2	Zm00001eb167890	Zm00001eb181460	
C2	Zm00001eb270200	Zm00001eb181460	
C3	Zm00001eb266780	Zm00001eb270360	
C3	Zm00001eb367750		
C3	Zm00001eb304680	Known	nuclear envelope.Unknown.cytosol.protein metabolic process.Unknown.signal transduction.Unknown.small GTPase binding
C3	Zm00001eb072320	Zm00001eb204840	
C3	Zm00001eb116750	Zm00001eb036020.Zm00001eb162930	
C3	Zm00001eb285620	Zm00001eb342820	
C3	Zm00001eb260780	Zm00001eb307890	
C3	Zm00001eb284930	Zm00001eb280710	
C3	Zm00001eb394810		
C3	Zm00001eb251140		
C3	Zm00001eb396210	Zm00001eb071910.Zm00001eb036020	
C3	Zm00001eb206640	Zm00001eb204840	
C3	Zm00001eb204840	Known	phosphoprotein phosphatase activity.metal ion binding.regulation of cellular process.post-translational protein modification.protein dephosphorylation
C3	Zm00001eb057520	Zm00001eb381860	
C3	Zm00001eb392350	Known	metabolic process.heat shock protein binding.chloroplast envelope.chloroplast thylakoid membrane.ATP binding.zinc ion binding.regulation of cellular process.response to heat.protein metabolic process.DNA replication.multicellular organismal process.cellular component organization.protein folding.unfolded protein binding
C3	Zm00001eb208290		
C3	Zm00001eb270360	Known	ribosome.structural constituent of ribosome.translation.rRNA binding
C3	Zm00001eb366510	Zm00001eb085720.Zm00001eb071910	
C3	Zm00001eb050600	Zm00001eb085720.Zm00001eb000320.Zm00001eb162930.Zm00001eb036020	response to chemical.primary metabolic process.metabolic process.biological_process.cellular process.cellular_component.cellular anatomical structure.molecular_function.response to oxidative stress.cellular response to oxidative stress
C3	Zm00001eb331910	Zm00001eb162930	
C3	Zm00001eb109990	Zm00001eb229140	glycerolipid metabolic process.phospholipid biosynthetic process.phosphatidylinositol phosphate biosynthetic process.shoot system development.glycerolipid biosynthetic process.tube development.establishment of tissue polarity.glycerophospholipid biosynthetic process.stomatal movement.pollen tube growth
C3	Zm00001eb102320		
C3	Zm00001eb134440		
C3	Zm00001eb228840	Zm00001eb036020	
C3	Zm00001eb255550	Zm00001eb085720	
C3	Zm00001eb399170		
C3	Zm00001eb180120	Zm00001eb162930.Zm00001eb036020	
C3	Zm00001eb391300		
C3	Zm00001eb353420		
C3	Zm00001eb206290		
C3	Zm00001eb424300	Zm00001eb280710.Zm00001eb204840	
C3	Zm00001eb169810	Zm00001eb367710.Zm00001eb307890.Zm00001eb392350.Zm00001eb234580	adenyl ribonucleotide binding.adenyl nucleotide binding.ATP binding.purine nucleotide binding.carbohydrate derivative binding.purine ribonucleoside triphosphate binding.ribonucleotide binding.purine ribonucleotide binding.anion binding.nucleotide binding
C3	Zm00001eb357480		
C3	Zm00001eb144210	Zm00001eb204840	
C3	Zm00001eb381860	Known	cellular process.transmembrane transporter activity.membrane.oligopeptide transport
C3	Zm00001eb088790	Known	purine ribonucleoside catabolic process.vernalization response.cell wall organization.purine ribonucleoside triphosphate catabolic process.cell adhesion.Unknown.anatomical structure formation involved in morphogenesis.Unknown.plasma membrane.purine ribonucleotide catabolic process.epidermal cell differentiation.transmembrane transport.anthocyanin accumulation in tissues in response to UV light.ATP binding.acropetal auxin transport.pattern specification process.ATP metabolic process.photomorphogenesis.carpel development.polysaccharide biosynthetic process.multidimensional cell growth.response to blue light.embryo development ending in seed dormancy.regulation of cell size.trichome morphogenesis.vegetative to reproductive phase transition of meristem.response to far red light.response to nematode.cell tip growth.membrane.actin nucleation.stamen development.auxin export across the plasma membrane.root hair elongation.plasmodesma.lateral root development.auxin-activated signaling pathway.positive gravitropism.auxin efflux transmembrane transporter activity.ATPase-coupled transmembrane transporter activity.basipetal auxin transport
C3	Zm00001eb003270	Zm00001eb280710	
C3	Zm00001eb241050		
C3	Zm00001eb290230		
C3	Zm00001eb223370	Zm00001eb280710	
C3	Zm00001eb012400	Zm00001eb204840	
C3	Zm00001eb128280	Zm00001eb204840	
C3	Zm00001eb334150		
C3	Zm00001eb280710	Known	hydrolase activity.Unknown.response to stimulus.regulation of DNA-templated transcription.binding.Unknown.membrane.primary metabolic process
C3	Zm00001eb268740	Zm00001eb036020	
C3	Zm00001eb350690	Known	cellular process.response to hormone.cell wall.signaling.lipid metabolic process.vacuole.response to stress.hydrolase activity, acting on ester bonds.Unknown.membrane.response to other organism
C3	Zm00001eb165190	Zm00001eb389910.Zm00001eb036020	
C3	Zm00001eb071620	Zm00001eb280710	
C3	Zm00001eb139490		
C3	Zm00001eb043280	Zm00001eb280710	
C3	Zm00001eb093370		
C3	Zm00001eb081180		
C3	Zm00001eb078300	Zm00001eb392350.Zm00001eb204840	cation binding.metal ion binding
C3	Zm00001eb408340		
C3	Zm00001eb176010	Zm00001eb280710	
C3	Zm00001eb112450		
C3	Zm00001eb246380		
C3	Zm00001eb126290	Zm00001eb000320.Zm00001eb162930	chloroplast.plastid
C3	Zm00001eb339310	Known	modification-dependent macromolecule catabolic process.protein catabolic process.cytosol.Unknown.regulation of biological process.membrane.ubiquitin protein ligase activity.protein ubiquitination.ubiquitin protein ligase binding.proteolysis
C3	Zm00001eb174830	Known	cytosol.nuclear-transcribed mRNA catabolic process.cellular response to water deprivation.regulation of cellular process.proteasome-mediated ubiquitin-dependent protein catabolic process.nucleus.regulation of proteolysis.ubiquitin-dependent protein catabolic process.ubiquitin protein ligase binding.cellular response to salt stress.system development.identical protein binding.SCF ubiquitin ligase complex
C3	Zm00001eb094490	Zm00001eb307890	
C3	Zm00001eb234580	Known	protein serine/threonine kinase activity.ATP binding.recognition of pollen.response to chemical.biological regulation.response to stress.protein phosphorylation.membrane
C3	Zm00001eb312750		
C3	Zm00001eb123030	Zm00001eb392350.Zm00001eb188290.Zm00001eb204840	primary metabolic process.metabolic process.biological_process.cellular process.cation binding.metal ion binding.molecular_function
C3	Zm00001eb302550	Zm00001eb307890	
C3	Zm00001eb029110	Zm00001eb188290	
C3	Zm00001eb140770		
C3	Zm00001eb359890	Known	Unknown.telomere maintenance.nucleotide binding.DNA repair.membrane.intracellular anatomical structure.DNA helicase activity
C3	Zm00001eb229140	Known	pollen tube growth.carbohydrate metabolic process.plant-type cell wall modification.Unknown.apical plasma membrane.nucleus.anatomical structure formation involved in morphogenesis.pollen germination.phosphatidylinositol phosphate biosynthetic process.tube development.actin monomer binding.ATP binding.biological regulation.establishment of tissue polarity.pollen tube.actin filament binding.flower development.lipid kinase activity.stomatal movement.endocytosis.1-phosphatidylinositol-4-phosphate 5-kinase activity.response to stress.amino acid metabolic process
C3	Zm00001eb212690	Known	chloroplast.animal organ formation.mitotic M phase.cell plate.plasma membrane.protein localization to plasma membrane.plasmodesma.Unknown.SNARE binding.vacuolar membrane.petal formation.SNAP receptor activity.cell plate formation involved in plant-type cell wall biogenesis.membrane.sepal formation.endosome.SNARE complex
C3	Zm00001eb154290	Known	ligase activity.regulation of DNA-templated transcription.hydrolase activity, acting on ester bonds.monocarboxylic acid metabolic process.glycosyltransferase activity.DNA-templated transcription.membrane
C3	Zm00001eb414910	Known	response to wounding.jasmonic acid mediated signaling pathway.transcription corepressor activity.Unknown.Unknown.defense response.nucleus.regulation of defense response.metabolic process.regulation of jasmonic acid mediated signaling pathway
C3	Zm00001eb389170	Zm00001eb280710	
C3	Zm00001eb077800	Zm00001eb280710	
C3	Zm00001eb218210		
C3	Zm00001eb009830		
C3	Zm00001eb254270	Zm00001eb297320.Zm00001eb245760.Zm00001eb036020.Zm00001eb154290	biosynthetic process.macromolecule metabolic process.protein-containing complex.macromolecule biosynthetic process.primary metabolic process.metabolic process.nucleic acid metabolic process.cellular anatomical structure.cellular_component.biological_process
C3	Zm00001eb135600	Zm00001eb307890.Zm00001eb174830	
C3	Zm00001eb154900		
C3	Zm00001eb016640	Known	Golgi apparatus.efflux transmembrane transporter activity.response to zinc ion.intracellular monoatomic cation homeostasis.transition metal ion transport.vacuolar membrane.zinc ion transmembrane transporter activity.monoatomic cation transmembrane transport.membrane.Unknown
C3	Zm00001eb326980	Known	secondary active transmembrane transporter activity.carboxylic acid transport.cellular process.transmembrane transport.transmembrane transporter activity.membrane.primary metabolic process
C3	Zm00001eb342820	Known	mitochondrion.developmental pigmentation.fat cell differentiation.nucleolus.morphogenesis of a branching structure.negative regulation of gene expression.positive regulation of immune effector process.negative regulation of macromolecule biosynthetic process.transcription by RNA polymerase II.regulation of Wnt signaling pathway.embryo development.protein lipidation.establishment of protein localization.camera-type eye development.hydrolase activity, acting on ester bonds.protein modification by small protein conjugation.tissue development.chromatin organization.positive regulation of response to external stimulus.Unknown.macromolecule catabolic process.negative regulation of RNA metabolic process.nucleoplasm.regulation of body fluid levels.positive regulation of DNA-templated transcription.vesicle-mediated transport.Unknown.membrane organization.response to stress.cellular localization.cell development
C3	Zm00001eb123010	Zm00001eb392350	
C3	Zm00001eb146400	Known	L-aspartate:2-oxoglutarate aminotransferase activity.ketone metabolic process.L-phenylalanine biosynthetic process.amine metabolic process.chloroplast stroma.embryo development ending in seed dormancy.pyridoxal phosphate binding.L-phenylalanine-2-oxoglutarate transaminase activity.aspartate-prephenate aminotransferase activity.glutamate-prephenate aminotransferase activity
C3	Zm00001eb308110	Zm00001eb392350.Zm00001eb204840	cation binding.metal ion binding
C3	Zm00001eb162930	Known	chloroplast.sterol metabolic process.cytosol.response to zinc ion.localization.carboxymethylenebutenolidase activity.developmental process.biological regulation.multicellular organismal process.cellular component organization
C3	Zm00001eb310650	Zm00001eb280710	
C3	Zm00001eb277970	Zm00001eb392350.Zm00001eb204840	cation binding.metal ion binding
C3	Zm00001eb071680		
C3	Zm00001eb067090	Zm00001eb000320.Zm00001eb339310.Zm00001eb211640	catalytic activity.primary metabolic process.metabolic process.biological_process.cellular process.cellular_component.cellular anatomical structure.binding.catalytic activity, acting on a protein.molecular_function
C3	Zm00001eb234540	Zm00001eb392350.Zm00001eb381860	
C3	Zm00001eb197350	Zm00001eb359890.Zm00001eb304680.Zm00001eb204840	macromolecule metabolic process.primary metabolic process.metabolic process.biological_process.cellular process.binding.molecular_function
C3	Zm00001eb359330	Known	Golgi apparatus.purine ribonucleotide catabolic process.GTP binding.cytosol.plasmodesma.GTP metabolic process.GTPase activity.purine ribonucleoside triphosphate catabolic process.small GTPase-mediated signal transduction.nucleus.cellular component organization.protein import into nucleus.mRNA export from nucleus.ribosomal subunit export from nucleus.guanosine-containing compound catabolic process
C3	Zm00001eb358830		
C3	Zm00001eb097820	Zm00001eb280710	
C3	Zm00001eb211640	Known	animal organ development.aspartic-type endopeptidase activity.anatomical structure morphogenesis.membrane.protein kinase inhibitor activity.binding.cell division.RNA methylation.positive regulation of biological process.intracellular signal transduction.rRNA (uridine-2'-O-)-methyltransferase activity
C3	Zm00001eb426270	Zm00001eb370600.Zm00001eb389910.Zm00001eb036020	macromolecule metabolic process.intracellular organelle.organelle.primary metabolic process.metabolic process.biological_process.cellular process.macromolecule biosynthetic process.RNA metabolic process.cellular_component
C3	Zm00001eb420810	Zm00001eb392350.Zm00001eb188290.Zm00001eb307890	primary metabolic process.metabolic process.biological_process.cellular process.cation binding.metal ion binding.molecular_function.adenyl ribonucleotide binding.adenyl nucleotide binding.ATP binding
C3	Zm00001eb046060	Zm00001eb307890	
C3	Zm00001eb364130	Zm00001eb204840.Zm00001eb392350	cation binding.metal ion binding
C3	Zm00001eb065030	Zm00001eb036020	
C3	Zm00001eb063630		
C3	Zm00001eb128550		
C3	Zm00001eb050560	Zm00001eb307890	
C3	Zm00001eb221040		
C3	Zm00001eb379880		
C3	Zm00001eb172760		
C3	Zm00001eb043290	Zm00001eb280710	
C3	Zm00001eb035520		
C3	Zm00001eb424220	Zm00001eb162930.Zm00001eb036020	
C3	Zm00001eb272210	Zm00001eb367710.Zm00001eb307890.Zm00001eb392350.Zm00001eb138400.Zm00001eb234580	adenyl ribonucleotide binding.adenyl nucleotide binding.ATP binding.purine nucleotide binding.carbohydrate derivative binding.purine ribonucleoside triphosphate binding.ribonucleotide binding.purine ribonucleotide binding.anion binding.nucleotide binding
C3	Zm00001eb023370	Zm00001eb188290.Zm00001eb138400	oxidoreductase activity
C3	Zm00001eb085720	Known	chloroplast envelope.membrane lipid biosynthetic process.developmental process.cellular response to oxidative stress.nucleobase-containing compound metabolic process.biological regulation.kinase activity.membrane.Unknown
C3	Zm00001eb370600	Known	zinc ion binding.regulation of DNA-templated transcription.nucleus.DNA-templated transcription.DNA binding
C3	Zm00001eb188290	Known	3-beta-hydroxy-Delta5-steroid dehydrogenase (NAD+) activity.Unknown.steroid biosynthetic process.Unknown.Unknown.Unknown.small molecule biosynthetic process.amino acid metabolic process.phenylpropanoid metabolic process
C3	Zm00001eb023980	Zm00001eb036020.Zm00001eb119590.Zm00001eb162930.Zm00001eb389910	primary metabolic process.metabolic process.biological_process.cellular process.cellular_component.cellular anatomical structure.molecular_function.protein metabolic process.developmental process.macromolecule metabolic process
C3	Zm00001eb162170	Zm00001eb280710	
C3	Zm00001eb165200		
C3	Zm00001eb350220		
C3	Zm00001eb016900	Zm00001eb270360.Zm00001eb304680	
C3	Zm00001eb363050	Zm00001eb162930.Zm00001eb036020	
C3	Zm00001eb389910	Known	cytosol.regulation of protein ubiquitination.cellular response to water deprivation.nuclear-transcribed mRNA catabolic process.nucleus.protein ubiquitination.cellular response to salt stress.system development.identical protein binding
C3	Zm00001eb109980	Known	protein targeting to vacuole.retrograde transport, endosome to Golgi.cell plate.cytokinesis.Golgi apparatus.intra-Golgi vesicle-mediated transport.endoplasmic reticulum membrane.plasma membrane.late endosome membrane.plasmodesma.SNARE binding.endoplasmic reticulum to Golgi vesicle-mediated transport.SNAP receptor activity.ER to Golgi transport vesicle membrane.membrane.vesicle fusion with Golgi apparatus.Golgi to vacuole transport.SNARE complex
C3	Zm00001eb071910	Known	immune response.cell differentiation.protein catabolic process.ribosome biogenesis.establishment of localization.cellular response to stress.Unknown.post-translational protein modification.regulation of protein kinase activity.regulation of translation.Unknown.negative regulation of biological process.multicellular organism development.protein kinase binding.positive regulation of kinase activity.ribosome binding.protein kinase regulator activity.membrane
C3	Zm00001eb245760	Known	ribosomal large subunit assembly.protein metabolic process.5S rRNA binding.cytosol.regulation of flower development.rRNA primary transcript binding.nucleolus.karyogamy.rRNA processing.embryo sac egg cell differentiation.pyrimidine ribonucleotide biosynthetic process.RNA methylation.preribosome, large subunit precursor
C3	Zm00001eb039330	Zm00001eb280710	
C3	Zm00001eb274810		
C3	Zm00001eb003280	Zm00001eb280710	
C3	Zm00001eb174840		
C3	Zm00001eb001420		
C3	Zm00001eb367710	Known	ATP binding.regulation of cellular process.cellular response to UV-C.Unknown.primary metabolic process.DNA damage response
