nodeName	altName	nodeAttr[nodesPresent, ]
Zm00001eb091340	NA	purple
Zm00001eb091350	NA	blue
Zm00001eb091360	NA	greenyellow
Zm00001eb091370	NA	plum1
Zm00001eb091390	NA	black
Zm00001eb091400	NA	orangered4
Zm00001eb091410	NA	bisque4
Zm00001eb091420	NA	grey60
Zm00001eb091430	NA	lightgreen
Zm00001eb091460	NA	yellow4
Zm00001eb091470	NA	salmon
Zm00001eb091480	NA	pink
Zm00001eb091490	NA	magenta
Zm00001eb091500	NA	magenta
Zm00001eb091510	NA	turquoise
Zm00001eb091530	NA	red
Zm00001eb091540	NA	turquoise
Zm00001eb091550	NA	darkolivegreen
Zm00001eb091560	NA	midnightblue
Zm00001eb091570	NA	midnightblue
Zm00001eb091580	NA	salmon
Zm00001eb091590	NA	cyan
Zm00001eb091600	NA	yellow4
Zm00001eb091610	NA	cyan
Zm00001eb091620	NA	orange
Zm00001eb091630	NA	brown2
Zm00001eb091640	NA	grey60
Zm00001eb091650	NA	black
Zm00001eb091660	NA	black
Zm00001eb091670	NA	darkred
Zm00001eb091680	NA	pink
Zm00001eb091690	NA	pink
Zm00001eb091700	NA	blue
Zm00001eb091710	NA	blue
Zm00001eb091720	NA	red
Zm00001eb091730	NA	plum2
Zm00001eb091740	NA	pink
Zm00001eb091750	NA	turquoise
Zm00001eb091770	NA	coral1
Zm00001eb091780	NA	midnightblue
Zm00001eb091800	NA	midnightblue
Zm00001eb091810	NA	cyan
Zm00001eb091820	NA	turquoise
Zm00001eb091830	NA	salmon
Zm00001eb091840	NA	purple
Zm00001eb091850	NA	mediumpurple3
Zm00001eb091870	NA	steelblue
Zm00001eb091890	NA	purple
Zm00001eb091900	NA	steelblue
Zm00001eb091910	NA	black
Zm00001eb091920	NA	salmon4
Zm00001eb091930	NA	turquoise
Zm00001eb091940	NA	turquoise
Zm00001eb091960	NA	darkmagenta
Zm00001eb091980	NA	lightcyan
Zm00001eb092010	NA	red
Zm00001eb092020	NA	sienna3
Zm00001eb092030	NA	cyan
Zm00001eb092040	NA	pink
Zm00001eb092050	NA	magenta
Zm00001eb092060	NA	cyan
Zm00001eb092070	NA	turquoise
Zm00001eb092080	NA	lightyellow
Zm00001eb092090	NA	grey60
Zm00001eb092110	NA	magenta
Zm00001eb092120	NA	salmon
Zm00001eb092130	NA	black
Zm00001eb092140	NA	cyan
Zm00001eb092150	NA	cyan
Zm00001eb092160	NA	red
Zm00001eb092170	NA	red
Zm00001eb092180	NA	blue
Zm00001eb092210	NA	magenta
Zm00001eb092220	NA	orangered4
Zm00001eb092230	NA	brown
Zm00001eb092240	NA	turquoise
Zm00001eb092250	NA	brown
Zm00001eb092260	NA	brown
Zm00001eb092270	NA	plum
Zm00001eb092280	NA	darkorange2
Zm00001eb092300	NA	lightgreen
Zm00001eb092310	NA	paleturquoise
Zm00001eb092320	NA	paleturquoise
Zm00001eb092330	NA	paleturquoise
Zm00001eb092340	NA	paleturquoise
Zm00001eb092350	NA	honeydew1
Zm00001eb092370	NA	lightcyan
Zm00001eb092380	NA	tan
Zm00001eb092390	NA	magenta
Zm00001eb092400	NA	paleturquoise
Zm00001eb092410	NA	turquoise
Zm00001eb092440	NA	thistle
Zm00001eb092450	NA	purple
Zm00001eb092460	NA	paleturquoise
Zm00001eb092470	NA	mediumorchid
Zm00001eb092480	NA	pink
Zm00001eb092490	NA	magenta
Zm00001eb092500	NA	black
Zm00001eb092520	NA	purple
Zm00001eb092530	NA	pink
Zm00001eb092540	NA	darkgrey
Zm00001eb092550	NA	black
Zm00001eb092570	NA	magenta
Zm00001eb092580	NA	coral2
Zm00001eb092590	NA	cyan
Zm00001eb092610	NA	yellow
Zm00001eb092620	NA	yellow
Zm00001eb092630	NA	brown4
Zm00001eb092640	NA	palevioletred3
Zm00001eb092650	NA	turquoise
Zm00001eb092660	NA	lightcyan
Zm00001eb092670	NA	lightcyan
Zm00001eb092690	NA	turquoise
Zm00001eb092700	NA	black
Zm00001eb092710	NA	yellow4
Zm00001eb092720	NA	brown
Zm00001eb092730	NA	skyblue3
Zm00001eb092750	NA	red
Zm00001eb092770	NA	brown4
Zm00001eb092780	NA	darkgrey
Zm00001eb092790	NA	turquoise
Zm00001eb092800	NA	orange
Zm00001eb092810	NA	magenta
Zm00001eb092830	NA	black
Zm00001eb092840	NA	lavenderblush3
Zm00001eb092850	NA	pink
Zm00001eb092870	NA	blue
Zm00001eb092880	NA	black
Zm00001eb092890	NA	pink
Zm00001eb092900	NA	darkturquoise
Zm00001eb092910	NA	sienna3
Zm00001eb092920	NA	black
Zm00001eb092940	NA	darkolivegreen4
Zm00001eb092950	NA	darkolivegreen4
Zm00001eb092960	NA	darkolivegreen4
Zm00001eb092970	NA	lightgreen
Zm00001eb092980	NA	turquoise
Zm00001eb092990	NA	purple
Zm00001eb093000	NA	purple
Zm00001eb093010	NA	purple
Zm00001eb093020	NA	purple
Zm00001eb093050	NA	yellow
Zm00001eb093040	NA	yellow
Zm00001eb093060	NA	yellow
Zm00001eb093070	NA	yellow
Zm00001eb093090	NA	darkgrey
Zm00001eb093110	NA	turquoise
Zm00001eb093120	NA	darkgreen
Zm00001eb093130	NA	blue
Zm00001eb093140	NA	lightpink4
Zm00001eb093150	NA	orange
Zm00001eb093160	NA	darkturquoise
Zm00001eb093170	NA	darkolivegreen
Zm00001eb093180	NA	brown2
Zm00001eb093190	NA	black
Zm00001eb093200	NA	pink
Zm00001eb093210	NA	turquoise
Zm00001eb093230	NA	lightsteelblue1
Zm00001eb093240	NA	black
Zm00001eb093250	NA	darkred
Zm00001eb093260	NA	darkgrey
Zm00001eb093270	NA	violet
Zm00001eb093280	NA	magenta
Zm00001eb093290	NA	darkgreen
Zm00001eb093300	NA	darkturquoise
Zm00001eb093320	NA	tan
Zm00001eb093340	NA	paleturquoise
Zm00001eb093370	NA	lightcyan1
Zm00001eb093380	NA	darkslateblue
Zm00001eb093390	NA	tan
Zm00001eb093400	NA	midnightblue
Zm00001eb093410	NA	turquoise
Zm00001eb093420	NA	lavenderblush3
Zm00001eb093430	NA	lightgreen
Zm00001eb093440	NA	grey60
Zm00001eb093450	NA	turquoise
Zm00001eb093460	NA	red
Zm00001eb093480	NA	turquoise
Zm00001eb093490	NA	midnightblue
Zm00001eb093500	NA	blue
Zm00001eb093510	NA	blue
Zm00001eb093520	NA	black
Zm00001eb093540	NA	magenta
Zm00001eb093550	NA	blue
Zm00001eb093560	NA	turquoise
Zm00001eb093570	NA	violet
Zm00001eb093580	NA	brown
Zm00001eb093590	NA	darkred
Zm00001eb093600	NA	magenta
Zm00001eb093610	NA	steelblue
Zm00001eb093620	NA	plum2
Zm00001eb093630	NA	lightcyan
Zm00001eb093640	NA	green
Zm00001eb093670	NA	greenyellow
Zm00001eb093680	NA	darkgrey
Zm00001eb093690	NA	darkgrey
Zm00001eb093700	NA	magenta4
Zm00001eb093710	NA	turquoise
Zm00001eb093730	NA	blue
Zm00001eb093750	NA	green
Zm00001eb093770	NA	darkolivegreen
Zm00001eb093780	NA	turquoise
Zm00001eb093790	NA	sienna3
Zm00001eb093800	NA	thistle1
Zm00001eb093820	NA	salmon
Zm00001eb093830	NA	lightgreen
Zm00001eb093840	NA	yellow
Zm00001eb093870	NA	darkorange
Zm00001eb093880	NA	darkorange
Zm00001eb093890	NA	darkorange2
Zm00001eb093900	NA	green
Zm00001eb093910	NA	turquoise
Zm00001eb093920	NA	black
Zm00001eb093930	NA	brown4
Zm00001eb093940	NA	salmon4
Zm00001eb093950	NA	brown
Zm00001eb093970	NA	magenta
Zm00001eb093980	NA	brown
Zm00001eb094000	NA	lightyellow
Zm00001eb094010	NA	sienna3
Zm00001eb094020	NA	salmon
Zm00001eb094030	NA	salmon
Zm00001eb094040	NA	blue
Zm00001eb094050	NA	blue
Zm00001eb094060	NA	turquoise
Zm00001eb094070	NA	turquoise
Zm00001eb094080	NA	blue
Zm00001eb094090	NA	purple
Zm00001eb094100	NA	purple
Zm00001eb094110	NA	blue
Zm00001eb094120	NA	purple
Zm00001eb094130	NA	purple
Zm00001eb094140	NA	brown2
Zm00001eb094150	NA	purple
Zm00001eb094160	NA	yellow
Zm00001eb094170	NA	orange
Zm00001eb094180	NA	salmon
Zm00001eb094190	NA	salmon
Zm00001eb094200	NA	yellow
Zm00001eb094210	NA	floralwhite
Zm00001eb094220	NA	tan
Zm00001eb094230	NA	darkmagenta
Zm00001eb094240	NA	darkgreen
Zm00001eb094250	NA	darkred
Zm00001eb094260	NA	turquoise
Zm00001eb094270	NA	turquoise
Zm00001eb094300	NA	lightsteelblue1
Zm00001eb094310	NA	greenyellow
Zm00001eb094320	NA	green
Zm00001eb094330	NA	sienna3
Zm00001eb094340	NA	brown
Zm00001eb094350	NA	pink
Zm00001eb094370	NA	magenta
Zm00001eb094380	NA	brown
Zm00001eb094390	NA	pink
Zm00001eb094400	NA	cyan
Zm00001eb094410	NA	lavenderblush3
Zm00001eb094420	NA	tan
Zm00001eb094430	NA	brown2
Zm00001eb094440	NA	brown
Zm00001eb094460	NA	tan
Zm00001eb094480	NA	pink
Zm00001eb094490	NA	purple
Zm00001eb094510	NA	black
Zm00001eb094520	NA	cyan
Zm00001eb094540	NA	blue
Zm00001eb094550	NA	floralwhite
Zm00001eb094560	NA	darkslateblue
Zm00001eb094570	NA	black
Zm00001eb094580	NA	darkred
Zm00001eb094590	NA	turquoise
Zm00001eb094600	NA	turquoise
Zm00001eb094610	NA	red
Zm00001eb094620	NA	thistle1
Zm00001eb094630	NA	blue
Zm00001eb094640	NA	plum1
Zm00001eb094650	NA	plum1
Zm00001eb094660	NA	lightcyan
Zm00001eb094670	NA	magenta
Zm00001eb094680	NA	sienna3
Zm00001eb094690	NA	tan
Zm00001eb094700	NA	red
Zm00001eb094710	NA	darkolivegreen
Zm00001eb094720	NA	lightcyan1
Zm00001eb094730	NA	red
Zm00001eb094740	NA	lightyellow
Zm00001eb094750	NA	darkgrey
Zm00001eb094770	NA	grey60
Zm00001eb094780	NA	turquoise
Zm00001eb094790	NA	indianred4
Zm00001eb094810	NA	turquoise
Zm00001eb094840	NA	tan
Zm00001eb094850	NA	pink
Zm00001eb094860	NA	red
Zm00001eb094870	NA	greenyellow
Zm00001eb094880	NA	violet
Zm00001eb094890	NA	turquoise
Zm00001eb094900	NA	brown
Zm00001eb094930	NA	midnightblue
Zm00001eb094940	NA	turquoise
Zm00001eb094960	NA	lavenderblush3
Zm00001eb094970	NA	saddlebrown
Zm00001eb094980	NA	paleturquoise
Zm00001eb094990	NA	lightyellow
Zm00001eb095000	NA	red
Zm00001eb095010	NA	turquoise
Zm00001eb095020	NA	yellow
Zm00001eb095030	NA	yellow
Zm00001eb095040	NA	yellow
Zm00001eb095050	NA	brown
Zm00001eb095060	NA	thistle1
Zm00001eb095070	NA	blue
Zm00001eb095080	NA	steelblue
Zm00001eb095100	NA	lightyellow
Zm00001eb095110	NA	grey60
Zm00001eb095120	NA	purple
Zm00001eb095160	NA	brown
Zm00001eb095190	NA	darkgreen
Zm00001eb095200	NA	blue
Zm00001eb095210	NA	black
Zm00001eb095220	NA	black
Zm00001eb095230	NA	green
Zm00001eb095240	NA	ivory
Zm00001eb095250	NA	orangered3
Zm00001eb095260	NA	turquoise
Zm00001eb095270	NA	pink
Zm00001eb095280	NA	pink
Zm00001eb095290	NA	lightyellow
Zm00001eb095300	NA	yellow
Zm00001eb095310	NA	green
Zm00001eb095330	NA	darkred
Zm00001eb095350	NA	grey60
Zm00001eb095360	NA	mediumorchid
Zm00001eb095370	NA	blue
Zm00001eb095390	NA	midnightblue
Zm00001eb095420	NA	turquoise
Zm00001eb095430	NA	saddlebrown
Zm00001eb095440	NA	magenta
Zm00001eb095450	NA	turquoise
Zm00001eb095460	NA	lightgreen
Zm00001eb095470	NA	turquoise
Zm00001eb095480	NA	magenta
Zm00001eb095500	NA	violet
Zm00001eb095510	NA	midnightblue
Zm00001eb095530	NA	blue
Zm00001eb095540	NA	orange
Zm00001eb095550	NA	yellow
Zm00001eb095560	NA	magenta
Zm00001eb095580	NA	skyblue3
Zm00001eb095610	NA	grey
Zm00001eb095620	NA	pink
Zm00001eb095630	NA	orange
Zm00001eb095640	NA	pink
Zm00001eb095650	NA	pink
Zm00001eb095660	NA	tan
Zm00001eb095680	NA	pink
Zm00001eb095690	NA	maroon
Zm00001eb095700	NA	blue
Zm00001eb095710	NA	magenta
Zm00001eb095730	NA	darkturquoise
Zm00001eb095740	NA	purple
Zm00001eb095760	NA	brown
Zm00001eb095770	NA	magenta
Zm00001eb095780	NA	skyblue
Zm00001eb095790	NA	salmon
Zm00001eb095800	NA	blue
Zm00001eb095840	NA	yellow
Zm00001eb095850	NA	yellow4
Zm00001eb095860	NA	black
Zm00001eb095870	NA	skyblue3
Zm00001eb095880	NA	pink
Zm00001eb095890	NA	yellow
Zm00001eb095900	NA	green
Zm00001eb095910	NA	purple
Zm00001eb095920	NA	yellow
Zm00001eb095930	NA	yellow
Zm00001eb095940	NA	turquoise
Zm00001eb095950	NA	pink
Zm00001eb095960	NA	steelblue
Zm00001eb095970	NA	purple
Zm00001eb095980	NA	brown
Zm00001eb095990	NA	green
Zm00001eb096000	NA	green
Zm00001eb096030	NA	green
Zm00001eb096040	NA	salmon
Zm00001eb096050	NA	indianred4
Zm00001eb096060	NA	darkgrey
Zm00001eb096080	NA	brown
Zm00001eb096090	NA	blue
Zm00001eb096100	NA	brown
Zm00001eb096110	NA	orangered4
Zm00001eb096120	NA	orangered4
Zm00001eb096130	NA	darkturquoise
Zm00001eb096140	NA	yellow
Zm00001eb096160	NA	navajowhite1
Zm00001eb096170	NA	floralwhite
Zm00001eb096180	NA	turquoise
Zm00001eb096190	NA	turquoise
Zm00001eb096200	NA	turquoise
Zm00001eb096210	NA	turquoise
Zm00001eb096220	NA	pink
Zm00001eb096230	NA	turquoise
Zm00001eb096240	NA	green
Zm00001eb096260	NA	cyan
Zm00001eb096280	NA	tan
Zm00001eb096290	NA	cyan
Zm00001eb096310	NA	coral1
Zm00001eb096320	NA	magenta
Zm00001eb096330	NA	darkturquoise
Zm00001eb096340	NA	lightyellow
Zm00001eb096350	NA	lightcyan
Zm00001eb096360	NA	darkolivegreen
Zm00001eb096370	NA	darkolivegreen
Zm00001eb096390	NA	blue
Zm00001eb096400	NA	honeydew1
Zm00001eb096430	NA	darkolivegreen
Zm00001eb096440	NA	darkolivegreen
Zm00001eb096450	NA	royalblue
Zm00001eb096480	NA	lavenderblush3
Zm00001eb096490	NA	pink
Zm00001eb096500	NA	cyan
Zm00001eb096510	NA	lightsteelblue1
Zm00001eb096520	NA	brown
Zm00001eb096530	NA	black
Zm00001eb096540	NA	red
Zm00001eb096550	NA	green
Zm00001eb096560	NA	darkslateblue
Zm00001eb096580	NA	magenta
Zm00001eb096590	NA	darkturquoise
Zm00001eb096600	NA	salmon
Zm00001eb096610	NA	brown
Zm00001eb096620	NA	darkolivegreen4
Zm00001eb096640	NA	brown
Zm00001eb096680	NA	grey60
Zm00001eb096690	NA	pink
Zm00001eb096700	NA	bisque4
Zm00001eb096710	NA	turquoise
Zm00001eb096720	NA	cyan
Zm00001eb096730	NA	purple
Zm00001eb096740	NA	turquoise
Zm00001eb096770	NA	lightgreen
Zm00001eb096780	NA	turquoise
Zm00001eb096790	NA	turquoise
Zm00001eb096800	NA	brown
Zm00001eb096810	NA	pink
Zm00001eb096820	NA	yellow
Zm00001eb096830	NA	brown
Zm00001eb096840	NA	brown
Zm00001eb096850	NA	magenta
Zm00001eb096860	NA	turquoise
Zm00001eb096870	NA	darkgrey
Zm00001eb096890	NA	red
Zm00001eb096920	NA	tan
Zm00001eb096930	NA	blue
Zm00001eb096940	NA	turquoise
Zm00001eb096950	NA	yellow
Zm00001eb096960	NA	pink
Zm00001eb096970	NA	salmon
Zm00001eb096980	NA	darkred
Zm00001eb096990	NA	red
Zm00001eb097000	NA	blue
Zm00001eb097010	NA	turquoise
Zm00001eb097020	NA	turquoise
Zm00001eb097030	NA	greenyellow
Zm00001eb097040	NA	green
Zm00001eb097050	NA	darkorange
Zm00001eb097070	NA	honeydew1
Zm00001eb097080	NA	black
Zm00001eb097100	NA	grey60
Zm00001eb097110	NA	grey60
Zm00001eb097120	NA	turquoise
Zm00001eb097130	NA	blue
Zm00001eb097140	NA	blue
Zm00001eb097150	NA	darkgrey
Zm00001eb097160	NA	turquoise
Zm00001eb097180	NA	steelblue
Zm00001eb097200	NA	brown
Zm00001eb097210	NA	bisque4
Zm00001eb097220	NA	red
Zm00001eb097230	NA	blue
Zm00001eb097240	NA	turquoise
Zm00001eb097250	NA	turquoise
Zm00001eb097260	NA	turquoise
Zm00001eb097270	NA	turquoise
Zm00001eb097280	NA	turquoise
Zm00001eb097290	NA	saddlebrown
Zm00001eb097300	NA	cyan
Zm00001eb097310	NA	blue
Zm00001eb097330	NA	green
Zm00001eb097340	NA	turquoise
Zm00001eb097360	NA	brown
Zm00001eb097370	NA	yellow
Zm00001eb097380	NA	green
Zm00001eb097390	NA	tan
Zm00001eb097400	NA	brown
Zm00001eb097420	NA	lightcyan
Zm00001eb097480	NA	greenyellow
Zm00001eb097490	NA	turquoise
Zm00001eb097500	NA	turquoise
Zm00001eb097510	NA	paleturquoise
Zm00001eb097520	NA	purple
Zm00001eb097530	NA	black
Zm00001eb097540	NA	lightcyan1
Zm00001eb097550	NA	yellowgreen
Zm00001eb097570	NA	blue
Zm00001eb097580	NA	magenta
Zm00001eb097590	NA	brown
Zm00001eb097650	NA	brown
Zm00001eb097670	NA	turquoise
Zm00001eb097680	NA	turquoise
Zm00001eb097690	NA	steelblue
Zm00001eb097710	NA	greenyellow
Zm00001eb097720	NA	turquoise
Zm00001eb097730	NA	lightyellow
Zm00001eb097740	NA	pink
Zm00001eb097750	NA	yellow
Zm00001eb097760	NA	grey
Zm00001eb097770	NA	purple
Zm00001eb097790	NA	darkgreen
Zm00001eb097800	NA	lightcyan1
Zm00001eb097820	NA	purple
Zm00001eb097830	NA	pink
Zm00001eb097840	NA	darkmagenta
Zm00001eb097850	NA	pink
Zm00001eb097860	NA	turquoise
Zm00001eb097870	NA	lightcyan
Zm00001eb097880	NA	lightcyan
Zm00001eb097890	NA	magenta
Zm00001eb097920	NA	darkmagenta
Zm00001eb097930	NA	turquoise
Zm00001eb097940	NA	darkmagenta
Zm00001eb097950	NA	brown
Zm00001eb097960	NA	white
Zm00001eb097980	NA	greenyellow
Zm00001eb097990	NA	lightyellow
Zm00001eb098010	NA	turquoise
Zm00001eb098030	NA	darkred
Zm00001eb098040	NA	tan
Zm00001eb098070	NA	blue
Zm00001eb098080	NA	blue
Zm00001eb098100	NA	paleturquoise
Zm00001eb098110	NA	turquoise
Zm00001eb098120	NA	salmon
Zm00001eb098130	NA	brown4
Zm00001eb098140	NA	brown4
Zm00001eb098150	NA	salmon
Zm00001eb098160	NA	salmon
Zm00001eb098170	NA	lightcyan1
Zm00001eb098180	NA	lightcyan1
Zm00001eb098190	NA	honeydew1
Zm00001eb098200	NA	plum3
Zm00001eb098220	NA	skyblue3
Zm00001eb098230	NA	turquoise
Zm00001eb098240	NA	black
Zm00001eb098250	NA	greenyellow
Zm00001eb098280	NA	brown
Zm00001eb098300	NA	black
Zm00001eb098320	NA	brown4
Zm00001eb098330	NA	green
Zm00001eb098340	NA	tan
Zm00001eb098380	NA	lavenderblush3
Zm00001eb098390	NA	grey60
Zm00001eb098400	NA	yellow
Zm00001eb098410	NA	turquoise
Zm00001eb098420	NA	turquoise
Zm00001eb098430	NA	red
Zm00001eb098450	NA	lightyellow
Zm00001eb098460	NA	royalblue
Zm00001eb098470	NA	green
Zm00001eb098480	NA	green
Zm00001eb098490	NA	magenta
Zm00001eb098500	NA	honeydew1
Zm00001eb098510	NA	steelblue
Zm00001eb098520	NA	red
Zm00001eb098530	NA	darkorange2
Zm00001eb098540	NA	saddlebrown
Zm00001eb098550	NA	saddlebrown
Zm00001eb098560	NA	magenta
Zm00001eb098570	NA	brown
Zm00001eb098580	NA	darkgreen
Zm00001eb098590	NA	turquoise
Zm00001eb098610	NA	yellow
Zm00001eb098620	NA	plum2
Zm00001eb098630	NA	turquoise
Zm00001eb098640	NA	green
Zm00001eb098650	NA	yellow
Zm00001eb098660	NA	sienna3
Zm00001eb098670	NA	blue
Zm00001eb098680	NA	mediumpurple3
Zm00001eb098700	NA	pink
Zm00001eb098710	NA	mediumpurple3
Zm00001eb098720	NA	palevioletred3
Zm00001eb098730	NA	midnightblue
Zm00001eb098740	NA	brown
Zm00001eb098750	NA	brown
Zm00001eb098760	NA	lightyellow
Zm00001eb098770	NA	tan
Zm00001eb098780	NA	coral2
Zm00001eb098810	NA	black
Zm00001eb098820	NA	black
Zm00001eb098830	NA	black
Zm00001eb098840	NA	turquoise
Zm00001eb098850	NA	tan
Zm00001eb098860	NA	lightcyan
Zm00001eb098880	NA	darkorange2
Zm00001eb098900	NA	lightpink4
Zm00001eb098920	NA	palevioletred2
Zm00001eb098930	NA	plum
Zm00001eb098940	NA	navajowhite2
Zm00001eb098950	NA	lightgreen
Zm00001eb098960	NA	yellow
Zm00001eb098970	NA	violet
Zm00001eb098980	NA	greenyellow
Zm00001eb098990	NA	green
Zm00001eb099000	NA	blue
Zm00001eb099010	NA	maroon
Zm00001eb099020	NA	maroon
Zm00001eb099030	NA	darkorange
Zm00001eb099040	NA	darkorange
Zm00001eb099060	NA	purple
Zm00001eb099070	NA	blue
Zm00001eb099080	NA	blue
Zm00001eb099090	NA	brown
Zm00001eb099100	NA	green
Zm00001eb099110	NA	black
Zm00001eb099120	NA	white
Zm00001eb099130	NA	turquoise
Zm00001eb099150	NA	plum1
Zm00001eb099160	NA	white
Zm00001eb099170	NA	blue
Zm00001eb099180	NA	plum2
Zm00001eb099190	NA	turquoise
Zm00001eb099200	NA	darkolivegreen
Zm00001eb099210	NA	paleturquoise
Zm00001eb099220	NA	yellow
Zm00001eb099230	NA	brown4
Zm00001eb099250	NA	salmon
Zm00001eb099260	NA	salmon
Zm00001eb099270	NA	turquoise
Zm00001eb099280	NA	saddlebrown
Zm00001eb099290	NA	yellow
Zm00001eb099300	NA	yellow
Zm00001eb099310	NA	blue2
Zm00001eb099320	NA	turquoise
Zm00001eb099340	NA	floralwhite
Zm00001eb099350	NA	floralwhite
Zm00001eb099360	NA	floralwhite
Zm00001eb099370	NA	pink
Zm00001eb099390	NA	blue
Zm00001eb099400	NA	blue
Zm00001eb099410	NA	greenyellow
Zm00001eb099420	NA	yellow
Zm00001eb099430	NA	cyan
Zm00001eb099440	NA	yellow
Zm00001eb099450	NA	pink
Zm00001eb099460	NA	darkmagenta
Zm00001eb099470	NA	tan
Zm00001eb099480	NA	tan
Zm00001eb099490	NA	pink
Zm00001eb099520	NA	pink
Zm00001eb099530	NA	green
Zm00001eb099540	NA	blue
Zm00001eb099550	NA	blue
Zm00001eb099560	NA	tan
Zm00001eb099570	NA	white
Zm00001eb099580	NA	yellow
Zm00001eb099590	NA	paleturquoise
Zm00001eb099600	NA	turquoise
Zm00001eb099610	NA	grey60
Zm00001eb099620	NA	plum1
Zm00001eb099640	NA	lightsteelblue1
Zm00001eb099650	NA	turquoise
Zm00001eb099670	NA	turquoise
Zm00001eb099680	NA	turquoise
Zm00001eb099690	NA	blue
Zm00001eb099710	NA	lightsteelblue1
Zm00001eb099720	NA	honeydew1
Zm00001eb099730	NA	turquoise
Zm00001eb099740	NA	brown
Zm00001eb099750	NA	brown
Zm00001eb099760	NA	brown
Zm00001eb099770	NA	brown
Zm00001eb099780	NA	cyan
Zm00001eb099790	NA	paleturquoise
Zm00001eb099800	NA	turquoise
Zm00001eb099810	NA	darkolivegreen
Zm00001eb099820	NA	darkorange2
Zm00001eb099830	NA	plum1
Zm00001eb099850	NA	violet
Zm00001eb099870	NA	greenyellow
Zm00001eb099900	NA	plum2
Zm00001eb099910	NA	tan
Zm00001eb099920	NA	grey60
Zm00001eb099930	NA	tan
Zm00001eb099940	NA	turquoise
Zm00001eb099960	NA	brown
Zm00001eb099970	NA	orange
Zm00001eb099990	NA	orangered4
Zm00001eb100000	NA	pink
Zm00001eb100010	NA	white
Zm00001eb100020	NA	green
Zm00001eb100030	NA	black
Zm00001eb100050	NA	darkgrey
Zm00001eb100060	NA	turquoise
Zm00001eb100070	NA	turquoise
Zm00001eb100100	NA	greenyellow
Zm00001eb100110	NA	blue
Zm00001eb100130	NA	yellow
Zm00001eb100140	NA	greenyellow
Zm00001eb100160	NA	red
Zm00001eb100170	NA	tan
Zm00001eb100180	NA	cyan
Zm00001eb100200	NA	salmon4
Zm00001eb100210	NA	salmon4
Zm00001eb100220	NA	plum1
Zm00001eb100230	NA	blue
Zm00001eb100250	NA	cyan
Zm00001eb100260	NA	saddlebrown
Zm00001eb100280	NA	skyblue
Zm00001eb100290	NA	skyblue
Zm00001eb100300	NA	skyblue
Zm00001eb100310	NA	darkred
Zm00001eb100320	NA	darkred
Zm00001eb100330	NA	plum2
Zm00001eb100340	NA	midnightblue
Zm00001eb100350	NA	greenyellow
Zm00001eb100360	NA	darkgrey
Zm00001eb100370	NA	turquoise
Zm00001eb100380	NA	lightcyan
Zm00001eb100410	NA	blue
Zm00001eb100420	NA	turquoise
Zm00001eb100430	NA	blue
Zm00001eb100440	NA	green
Zm00001eb100450	NA	green
Zm00001eb100460	NA	orange
Zm00001eb100470	NA	orange
Zm00001eb100480	NA	sienna3
Zm00001eb100490	NA	magenta
Zm00001eb100520	NA	darkgrey
Zm00001eb100530	NA	turquoise
Zm00001eb100540	NA	turquoise
Zm00001eb100550	NA	lightsteelblue1
Zm00001eb100560	NA	yellow
Zm00001eb100570	NA	orangered4
Zm00001eb100580	NA	lightgreen
Zm00001eb100590	NA	lightgreen
Zm00001eb100600	NA	red
Zm00001eb100620	NA	saddlebrown
Zm00001eb100630	NA	orangered4
Zm00001eb100650	NA	red
Zm00001eb100660	NA	midnightblue
Zm00001eb100670	NA	turquoise
Zm00001eb100680	NA	pink
Zm00001eb100690	NA	lightcyan1
Zm00001eb100710	NA	maroon
Zm00001eb100720	NA	greenyellow
Zm00001eb100730	NA	green
Zm00001eb100770	NA	red
Zm00001eb100780	NA	lightcoral
Zm00001eb100790	NA	skyblue
Zm00001eb100800	NA	palevioletred3
Zm00001eb100810	NA	turquoise
Zm00001eb100820	NA	cyan
Zm00001eb100830	NA	greenyellow
Zm00001eb100840	NA	yellow
Zm00001eb100860	NA	pink
Zm00001eb100880	NA	darkorange
Zm00001eb100890	NA	tan
Zm00001eb100910	NA	turquoise
Zm00001eb100920	NA	midnightblue
Zm00001eb100930	NA	honeydew1
Zm00001eb100940	NA	magenta
Zm00001eb100950	NA	midnightblue
Zm00001eb100960	NA	darkturquoise
Zm00001eb100970	NA	lightcyan
Zm00001eb100980	NA	turquoise
Zm00001eb101000	NA	black
Zm00001eb101010	NA	pink
Zm00001eb101040	NA	violet
Zm00001eb101050	NA	darkgrey
Zm00001eb101060	NA	skyblue
Zm00001eb101070	NA	skyblue
Zm00001eb101080	NA	green
Zm00001eb101090	NA	yellow
Zm00001eb101100	NA	lavenderblush3
Zm00001eb101110	NA	orangered3
Zm00001eb101120	NA	tan
Zm00001eb101130	NA	green
Zm00001eb101150	NA	lightpink4
Zm00001eb101160	NA	green
Zm00001eb101170	NA	yellow
Zm00001eb101180	NA	maroon
Zm00001eb101190	NA	honeydew1
Zm00001eb101220	NA	yellowgreen
Zm00001eb101230	NA	salmon
Zm00001eb101250	NA	green
Zm00001eb101270	NA	violet
Zm00001eb101280	NA	royalblue
Zm00001eb101290	NA	lightyellow
Zm00001eb101300	NA	turquoise
Zm00001eb101310	NA	blue
Zm00001eb101320	NA	magenta
Zm00001eb101330	NA	blue
Zm00001eb101340	NA	blue
